StudentID,Gender,Year_02,Kinder_Age,Disability,NCCD-Funded,01.SES,02.SES,NumSibling,SiblingOrder,NumAbvYear9,NumAbvDiploma,NumProf,Burt-01-SOY,Burt-01-EOY,Clay-01-SOY,Clay-01-EOY,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Year3_Writing_At_Risk
SN99855635,Female,2018,5.7,Disability_Non-disable,0,98,98,2,1,2,0,0,24,29,-1,0,10,14,20,22,22,28,35,33,2,3,1,2,1,2,1,2,FALSE
SN33767100,Female,2020,5.3,Disability_Non-disable,0,105,105,2,1,2,1,0,14,28,0,13,9,10,20,14,17,28,24,27,2,2,1,2,1,2,2,1,FALSE
SN92015623,Female,2017,5.8,Disability_Non-disable,0,101,101,2,2,2,0,1,32,49,0,-4,20,30,30,30,31,31,43,38,3,2,1,2,3,2,2,1,FALSE
SN39309027,Female,2020,5.4,Disability_Non-disable,0,104,104,3,3,1,1,1,22,31,0,-2,15,15,18,19,18,27,23,43,2,3,1,2,2,3,2,2,FALSE
SN11645038,Female,2018,4.7,Disability_Non-disable,0,98,98,3,2,2,2,1,7,28,5,-1,5,10,15,21,25,29,11,28,0,1,0,1,0,2,0,0,FALSE
SN64776667,Male,2018,5.4,Disability_Non-disable,0,97,97,3,3,1,1,1,18,31,10,0,3,9,19,19,22,28,24,32,3,2,2,1,1,1,1,2,TRUE
SN42035142,Male,2020,5.2,Disability_Non-disable,0,112,112,3,1,2,1,1,20,33,2,1,13,13,18,19,21,24,17,27,2,2,1,2,2,2,2,1,TRUE
SN97701744,Female,2021,5.0,Disability_Non-disable,0,104,98,2,1,2,2,2,41,72,0,-1,20,23,29,29,31,28,50,54,2,2,1,1,2,2,2,1,FALSE
SN57631223,Female,2021,4.9,Disability_Non-disable,0,95,92,5,4,0,0,0,31,44,-1,3,20,19,20,23,23,26,32,19,2,2,1,1,2,1,1,2,FALSE
SN42892267,Male,2020,5.2,Disability_Cognitive,0,97,97,2,2,2,1,0,19,29,1,11,10,12,21,20,19,22,17,40,1,2,1,1,1,1,1,2,FALSE
SN51950333,Female,2016,5.4,Disability_Non-disable,0,97,97,2,1,2,2,1,22,30,8,-1,9,14,18,27,23,26,26,29,2,2,1,1,2,2,2,2,FALSE
SN94569869,Female,2018,5.2,Disability_Non-disable,0,114,114,2,2,0,0,0,25,38,-1,2,13,14,23,21,26,30,26,30,2,2,1,2,2,2,2,3,FALSE
SN07745972,Female,2021,5.7,Disability_Cognitive,1,99,94,3,3,2,2,0,13,27,1,11,3,12,18,17,20,26,11,30,1,2,1,2,1,1,2,2,FALSE
SN29986324,Female,2020,5.5,Disability_Non-disable,0,94,94,4,4,2,0,0,19,31,0,-1,8,17,18,23,23,25,22,33,1,4,1,2,1,2,1,2,FALSE
SN21140501,Female,2021,6.0,Disability_Cognitive,0,94,91,5,4,1,1,0,9,26,1,11,3,9,14,18,20,21,16,15,0,1,1,1,0,1,1,2,FALSE
SN85071771,Male,2017,5.5,Disability_Non-disable,0,98,98,4,4,2,0,0,16,28,5,13,7,14,18,17,17,24,6,22,1,3,1,0,0,2,2,1,TRUE
SN98887588,Male,2018,6.2,Disability_Non-disable,0,114,114,1,1,2,2,1,74,84,0,0,27,29,28,30,29,33,30,39,3,5,3,3,4,5,0,3,FALSE
SN56058298,Female,2018,5.5,Disability_Non-disable,0,114,114,3,2,1,0,0,37,52,0,1,16,16,30,29,30,31,27,34,2,4,2,2,1,2,2,2,FALSE
SN91850687,Male,2021,4.9,Disability_Non-disable,0,113,105,2,1,2,2,2,21,60,0,1,9,17,19,23,24,28,34,40,2,3,1,2,3,2,0,2,FALSE
SN51626137,Female,2021,5.2,Disability_Cognitive,1,99,94,2,1,0,0,0,39,42,-1,-1,12,21,26,31,25,31,42,48,2,3,1,2,1,2,1,2,FALSE
SN36073354,Female,2018,5.5,Disability_Non-disable,0,97,97,2,2,1,0,0,19,27,-1,0,4,12,22,24,25,28,12,27,4,4,1,2,3,5,1,3,TRUE
SN59886085,Male,2020,5.2,Disability_Cognitive,0,97,97,2,2,0,0,0,3,19,-2,11,-1,8,16,14,15,19,4,11,0,1,0,0,0,1,0,0,TRUE
SN31138955,Male,2020,5.1,Disability_Cognitive,1,99,99,3,2,2,1,1,14,28,7,15,6,8,21,15,18,23,10,12,2,4,1,2,1,1,1,2,TRUE
SN52227442,Male,2020,5.2,Disability_Non-disable,0,99,99,3,2,2,0,0,18,33,1,13,8,11,22,19,23,31,15,36,2,3,2,2,1,4,2,2,FALSE
SN36112719,Male,2017,5.1,Disability_Non-disable,0,114,114,4,2,2,1,0,21,32,15,14,10,12,20,21,24,29,35,28,2,5,2,2,2,3,2,2,FALSE
SN84564692,Male,2017,5.7,Disability_Cognitive,0,99,99,2,2,1,0,1,24,30,0,1,15,17,22,24,28,31,13,28,2,3,1,2,0,3,1,2,FALSE
SN07515878,Female,2018,5.0,Disability_Cognitive,0,98,98,3,2,0,0,0,12,28,5,15,6,11,15,13,21,27,13,21,2,2,1,1,1,2,2,2,TRUE
SN49880714,Female,2017,5.2,Disability_Non-disable,0,97,97,2,2,0,0,0,13,23,-1,13,7,6,17,15,19,23,7,21,2,3,1,1,0,2,0,2,TRUE
SN45147964,Male,2016,5.4,Disability_Non-disable,0,101,101,1,1,2,0,1,39,47,0,2,23,28,30,29,32,29,24,37,1,4,1,3,2,4,0,2,FALSE
SN20932825,Female,2017,5.6,Disability_Non-disable,0,95,95,6,4,2,0,0,3,32,3,16,3,14,19,16,19,21,5,12,2,3,1,2,1,3,1,2,FALSE
SN49344671,Male,2018,4.8,Disability_Non-disable,0,97,97,3,2,2,1,2,19,29,12,0,7,11,15,20,22,27,16,31,1,2,1,1,1,1,0,0,TRUE
SN95996336,Male,2020,4.6,Disability_Non-disable,0,97,99,2,1,1,1,0,26,37,0,-4,12,15,28,24,23,28,16,32,3,2,1,0,1,2,0,0,FALSE
SN19030156,Female,2021,5.1,Disability_Non-disable,0,104,98,3,2,1,1,0,16,26,-1,-1,13,8,17,18,17,22,12,23,1,2,1,1,1,0,2,0,FALSE
SN04992323,Male,2018,5.4,Disability_Non-disable,0,120,120,2,2,2,2,2,26,39,1,2,14,14,23,22,25,28,40,36,3,4,1,2,2,3,2,3,FALSE
SN92555599,Male,2017,5.3,Disability_Non-disable,0,104,104,1,1,0,0,0,14,36,11,14,8,14,22,23,23,25,15,26,2,3,0,2,2,2,0,2,TRUE
SN26714437,Male,2020,5.3,Disability_Cognitive,0,112,112,3,3,2,1,2,18,30,1,12,4,10,18,18,23,25,17,17,1,1,1,2,1,2,0,2,FALSE
SN43635883,Female,2020,5.5,Disability_Non-disable,0,105,105,4,3,2,0,0,23,27,0,-1,10,14,20,18,21,26,23,37,2,1,1,2,1,1,2,2,FALSE
SN27153208,Female,2017,5.7,Disability_Non-disable,0,120,120,2,2,2,0,2,20,38,0,-1,9,13,22,21,22,26,37,27,2,3,1,2,1,2,1,2,FALSE
SN66612463,Male,2021,4.8,Disability_Cognitive,0,104,98,2,1,2,2,1,10,26,6,16,3,7,20,21,23,27,6,19,2,3,1,1,1,1,2,1,TRUE
SN15974413,Female,2020,4.9,Disability_Non-disable,0,109,109,2,1,2,1,0,28,42,0,-2,17,26,25,28,30,29,8,37,2,2,0,0,0,2,1,2,TRUE
SN22960579,Male,2018,5.0,Disability_Non-disable,0,94,94,4,4,1,1,1,11,47,5,15,6,9,21,19,22,27,11,28,2,1,1,2,2,1,2,1,TRUE
SN79810688,Male,2018,5.1,Disability_Cognitive,1,95,95,1,1,2,1,1,9,23,4,12,3,5,16,19,19,22,11,19,2,3,1,1,1,2,0,1,TRUE
SN69176479,Female,2021,5.3,Disability_Cognitive,0,117,108,2,2,2,1,2,20,39,12,15,11,12,26,25,27,29,33,31,3,3,1,2,2,2,2,2,TRUE
SN10159771,Female,2021,4.9,Disability_Non-disable,0,120,109,1,1,2,2,2,7,28,3,16,4,7,19,17,18,22,6,2,1,1,1,1,1,1,1,1,FALSE
SN62083978,Male,2017,5.9,Disability_Non-disable,0,115,115,4,3,2,1,0,24,38,16,11,9,14,19,23,28,29,24,27,3,3,2,2,2,3,2,2,FALSE
SN63487059,Male,2020,5.5,Disability_Non-disable,0,105,105,4,4,1,1,1,23,34,0,0,12,17,23,25,29,30,27,48,2,3,1,2,1,3,1,1,FALSE
SN60029362,Male,2017,5.3,Disability_Cognitive,0,104,104,1,1,0,0,0,8,35,7,14,5,14,19,22,20,24,13,17,1,1,1,0,0,2,0,2,TRUE
SN96384438,Female,2020,5.6,Disability_Cognitive,0,116,116,4,3,2,2,1,15,27,6,17,8,19,22,18,23,24,10,35,0,4,1,2,1,3,0,2,FALSE
SN16286022,Male,2017,5.2,Disability_Non-disable,0,103,103,2,2,0,0,0,30,42,17,-2,20,23,26,24,24,29,26,38,2,4,1,1,1,2,2,0,FALSE
SN85770004,Male,2020,4.8,Disability_Non-disable,0,112,112,3,3,2,0,0,42,34,0,17,8,10,19,18,19,22,21,24,2,3,1,2,2,3,0,2,FALSE
SN06307947,Male,2017,5.7,Disability_Non-disable,0,98,98,3,1,2,2,2,19,29,3,0,16,19,22,21,28,30,23,33,2,5,1,2,2,4,2,2,FALSE
SN70299397,Male,2016,5.2,Disability_Non-disable,0,120,120,2,2,2,1,2,26,29,-1,15,10,14,21,21,25,25,28,31,4,5,2,2,2,5,1,2,TRUE
SN34604418,Male,2018,5.6,Disability_Cognitive,1,95,95,4,4,1,1,1,11,31,4,12,7,10,19,17,23,24,17,7,3,3,2,2,0,2,2,2,TRUE
SN42115323,Female,2020,5.5,Disability_Cognitive,0,103,103,2,2,2,1,1,14,36,12,14,8,10,18,18,26,30,9,26,2,3,1,2,1,1,1,2,FALSE
SN33399690,Male,2021,5.0,Disability_Non-disable,0,95,95,3,2,1,0,0,3,26,2,13,6,6,19,18,19,23,7,13,2,2,1,1,1,1,0,2,TRUE
SN93322195,Male,2018,6.0,Disability_Cognitive,1,103,103,2,2,2,0,0,21,31,0,14,9,10,20,17,20,24,31,27,1,2,1,2,0,0,2,1,FALSE
SN66078108,Male,2021,5.2,Disability_Cognitive,0,102,97,3,3,2,2,1,12,32,8,0,6,7,20,21,29,29,24,31,2,4,2,2,1,4,2,2,FALSE
SN70588600,Female,2017,5.1,Disability_Non-disable,0,97,97,1,1,1,0,0,23,50,0,-5,14,18,23,26,24,29,18,30,2,3,1,2,0,2,0,0,FALSE
SN89420724,Male,2018,5.6,Disability_Non-disable,0,116,116,3,1,2,0,2,30,41,0,1,12,16,26,28,31,30,37,38,1,3,1,1,2,3,0,2,FALSE
SN12629415,Male,2017,5.3,Disability_Non-disable,0,98,98,2,2,0,0,0,8,26,2,12,3,16,19,19,18,23,10,22,1,3,1,2,1,2,2,1,TRUE
SN52498127,Female,2020,5.6,Disability_Non-disable,0,95,95,2,1,2,1,2,14,32,6,1,12,13,17,20,27,31,17,29,3,4,1,2,1,2,1,2,TRUE
SN46413722,Female,2018,5.2,Disability_Non-disable,0,95,93,2,1,2,1,1,17,25,3,11,7,13,16,13,18,26,4,26,1,2,0,1,1,2,1,0,TRUE
SN85715099,Male,2018,5.1,Disability_Non-disable,0,120,120,1,1,2,0,1,13,31,6,10,6,14,16,18,17,22,20,28,1,4,1,2,2,2,1,2,FALSE
SN91865365,Female,2020,5.5,Disability_Non-disable,0,94,94,3,1,2,0,1,25,42,0,-1,13,19,18,23,26,26,43,32,2,3,1,2,1,2,1,1,FALSE
SN30615992,Female,2018,5.0,Disability_Non-disable,0,110,110,2,2,2,2,2,28,31,-1,-2,10,13,20,17,23,30,21,31,2,4,1,2,2,2,1,2,TRUE
SN05135874,Female,2018,5.3,Disability_Cognitive,0,95,95,3,3,2,0,0,18,21,0,0,10,15,20,19,18,23,26,23,1,2,0,1,0,2,2,2,FALSE
SN54522109,Female,2018,5.6,Disability_Non-disable,0,97,97,1,1,2,0,0,13,31,7,-3,7,15,19,17,23,29,26,33,2,2,1,2,1,2,2,2,TRUE
SN50544424,Male,2020,5.5,Disability_Non-disable,0,101,101,2,2,0,0,0,10,32,3,-1,9,16,23,26,28,30,12,29,2,3,2,2,1,4,2,3,FALSE
SN31731776,Female,2020,5.5,Disability_Cognitive,0,97,97,4,4,2,1,2,23,30,0,3,9,16,22,23,19,24,12,30,2,2,1,1,1,1,0,2,FALSE
SN58211605,Female,2018,5.6,Disability_Non-disable,0,116,116,2,2,2,2,1,19,29,0,16,5,16,20,26,27,31,29,30,1,3,1,2,1,2,1,2,FALSE
SN74076578,Male,2016,5.0,Disability_Cognitive,0,103,103,2,2,0,0,0,13,35,7,6,4,13,19,15,21,23,9,21,2,2,1,1,1,1,1,0,TRUE
SN54932523,Female,2018,5.0,Disability_Non-disable,0,114,114,2,1,2,0,0,28,55,1,0,9,15,29,28,31,32,24,30,1,2,1,1,2,3,2,1,FALSE
SN14349501,Female,2018,5.7,Disability_SocialEmotional,1,95,95,3,1,1,0,0,24,32,0,-2,10,15,20,20,24,26,20,38,1,2,1,2,1,2,0,3,FALSE
SN38070070,Male,2018,5.4,Disability_Non-disable,0,120,120,2,1,2,2,2,34,46,0,-3,17,19,25,25,24,27,44,37,4,5,2,4,2,5,2,2,FALSE
SN92571052,Male,2020,5.0,Disability_Cognitive,0,115,115,4,3,2,1,2,11,31,-1,14,8,14,23,19,22,25,19,36,1,2,1,1,1,2,1,2,TRUE
SN91898959,Male,2021,4.5,Disability_Cognitive,0,92,87,3,3,2,1,0,4,26,2,17,6,9,17,15,21,22,3,-2,1,2,1,1,1,1,1,2,FALSE
SN31576828,Female,2020,5.4,Disability_Non-disable,0,94,94,2,1,2,2,0,25,52,-2,2,9,17,23,22,21,27,27,44,2,3,1,2,1,2,2,2,FALSE
SN65075056,Male,2018,4.7,Disability_Non-disable,0,95,95,2,2,2,2,0,32,34,-2,0,12,19,19,18,23,25,16,32,1,3,1,2,0,2,0,1,FALSE
SN94117667,Female,2016,5.5,Disability_Non-disable,0,102,102,2,2,2,0,0,29,41,0,0,10,15,24,20,23,28,37,31,2,4,1,2,2,0,0,2,FALSE
SN37165746,Female,2020,4.9,Disability_Non-disable,0,108,108,2,2,2,0,0,21,32,-1,1,12,13,20,23,23,29,17,38,2,2,1,2,2,3,2,2,FALSE
SN98492978,Male,2018,5.4,Disability_Non-disable,0,95,95,3,3,1,1,0,25,32,0,1,9,17,16,18,22,28,48,36,2,4,1,2,3,2,1,2,FALSE
SN42216446,Female,2018,5.7,Disability_Non-disable,0,95,95,2,2,2,2,2,12,31,3,2,7,13,19,18,22,29,8,17,2,2,1,1,1,2,2,0,FALSE
SN58876914,Female,2017,4.7,Disability_Cognitive,0,116,116,2,1,2,2,2,10,26,4,10,6,13,16,11,17,29,7,13,0,2,1,1,0,1,0,0,TRUE
SN31232773,Male,2016,5.2,Disability_Non-disable,0,114,114,1,1,0,0,0,22,36,11,15,13,16,25,30,29,30,41,34,2,4,2,3,2,4,2,2,TRUE
SN25739078,Male,2018,5.7,Disability_Non-disable,0,114,114,2,1,2,0,0,38,56,0,-1,22,27,31,32,31,30,43,36,3,4,1,3,3,2,0,4,FALSE
SN58811999,Male,2018,5.0,Disability_Cognitive,0,92,92,3,2,2,2,0,2,20,1,11,4,7,15,17,17,25,16,16,1,3,0,1,0,1,0,2,TRUE
SN71042884,Male,2018,5.3,Disability_SocialEmotional,1,114,114,4,1,2,2,2,25,45,2,0,18,22,26,29,29,31,2,28,1,3,1,2,0,2,0,2,FALSE
SN90078094,Female,2017,5.5,Disability_Non-disable,0,97,97,2,2,1,0,0,22,32,0,16,6,13,17,19,22,26,22,35,2,2,1,1,2,2,0,2,FALSE
SN98245603,Male,2018,5.2,Disability_Cognitive,0,115,115,2,1,2,0,1,21,34,0,10,7,14,18,17,25,25,24,33,2,3,1,2,0,2,2,2,TRUE
SN70827296,Female,2018,5.5,Disability_Non-disable,1,103,103,2,2,1,1,1,12,26,6,11,5,7,19,15,19,27,22,27,2,2,1,2,2,2,2,2,FALSE
SN93449862,Female,2018,5.4,Disability_Non-disable,0,95,95,6,4,0,0,0,23,33,8,16,2,12,18,19,22,27,38,39,2,4,1,1,1,2,2,2,FALSE
SN35740226,Male,2021,5.3,Disability_Non-disable,0,115,104,3,2,1,0,1,6,25,3,16,3,10,17,17,19,22,6,12,1,4,1,2,2,4,2,2,TRUE
SN95627710,Male,2020,5.3,Disability_Cognitive,1,95,95,4,2,2,1,0,25,38,-1,0,7,18,22,18,25,27,14,36,2,4,1,2,1,2,2,2,FALSE
SN13682300,Male,2018,5.6,Disability_SocialEmotional,1,95,95,2,1,2,1,1,29,37,1,0,18,22,28,26,27,30,31,26,4,4,1,2,1,4,2,2,FALSE
SN50649229,Male,2020,5.8,Disability_Cognitive,0,102,102,3,2,2,1,0,29,33,0,19,12,17,21,25,27,28,39,22,2,5,1,2,2,2,2,2,FALSE
SN34508034,Female,2016,5.3,Disability_Non-disable,0,101,101,4,1,2,0,0,43,51,-2,2,22,28,31,29,30,29,47,39,2,4,2,2,1,2,2,2,FALSE
SN78799938,Male,2018,5.9,Disability_Non-disable,0,88,88,3,1,1,0,0,3,29,3,17,3,7,17,18,19,29,6,3,2,1,1,1,1,1,0,0,FALSE
SN89196289,Female,2016,5.3,Disability_Non-disable,0,103,103,2,2,2,2,2,24,47,0,-1,12,17,23,21,25,31,44,29,2,3,1,1,2,2,0,1,FALSE
SN05560940,Female,2017,4.7,Disability_Cognitive,0,95,95,2,1,0,0,0,15,29,10,16,8,12,19,17,19,22,16,19,0,2,0,1,1,0,0,2,TRUE
SN12844031,Male,2020,5.8,Disability_Cognitive,0,103,103,3,3,2,1,2,16,31,1,13,13,12,15,20,24,26,17,18,2,0,1,2,1,1,2,2,TRUE
SN82984951,Male,2020,5.7,Disability_Non-disable,0,105,105,2,1,2,0,1,46,61,1,-4,29,32,29,28,29,31,34,52,2,3,1,2,0,2,0,2,FALSE
SN75617127,Female,2016,4.7,Disability_Non-disable,0,102,102,3,1,2,0,1,12,42,1,15,8,11,21,20,22,27,17,29,1,2,1,1,1,3,0,2,FALSE
SN59662952,Female,2020,5.1,Disability_Non-disable,0,94,94,2,2,1,0,0,16,24,0,-3,15,15,17,17,20,29,14,23,1,3,1,0,1,2,0,2,FALSE
SN74267554,Female,2017,5.1,Disability_Non-disable,0,96,96,2,2,2,1,1,5,30,4,13,1,15,18,15,21,27,12,28,1,2,1,1,1,1,2,0,TRUE
SN55649211,Male,2017,5.2,Disability_Non-disable,0,114,114,4,2,2,0,1,12,26,3,10,4,16,17,17,20,25,22,33,1,3,1,2,0,2,2,2,TRUE
SN69362270,Male,2021,4.6,Disability_Non-disable,0,95,94,4,4,2,0,0,18,53,0,12,4,8,23,26,28,30,10,39,1,3,1,2,0,2,0,2,FALSE
SN49141221,Male,2018,4.9,Disability_Non-disable,0,103,103,2,1,0,0,0,9,33,11,15,7,8,19,11,18,24,17,36,1,1,1,1,0,2,0,2,FALSE
SN86762660,Female,2020,5.6,Disability_Non-disable,0,105,105,2,2,2,0,0,23,32,-1,0,16,17,23,26,27,31,18,45,1,2,1,2,0,2,1,1,TRUE
SN62381246,Male,2020,5.0,Disability_Non-disable,0,113,113,2,2,2,2,2,45,50,0,0,30,32,32,31,29,30,30,42,3,4,1,2,1,2,2,2,TRUE
SN15919676,Female,2017,5.3,Disability_Non-disable,0,97,97,2,1,1,0,0,26,34,1,0,12,16,24,26,25,31,27,31,1,3,1,2,2,3,0,2,FALSE
SN35247154,Male,2018,5.2,Disability_SocialEmotional,1,94,94,2,2,0,0,0,21,47,0,-2,12,9,20,15,17,25,35,26,2,2,0,2,1,2,0,1,TRUE
SN96895295,Female,2021,5.5,Disability_SocialEmotional,1,95,95,2,2,2,0,0,15,21,0,2,8,9,18,16,19,22,32,43,2,2,1,2,1,2,1,2,TRUE
SN05701287,Male,2016,5.3,Disability_Non-disable,0,98,98,2,1,2,0,1,24,31,-1,-4,11,15,22,23,30,29,32,26,1,2,1,2,2,2,2,2,FALSE
SN21718683,Female,2020,5.0,Disability_Non-disable,0,104,104,1,1,2,2,0,25,41,15,15,9,14,21,19,23,28,20,31,3,4,2,2,2,4,2,1,FALSE
SN50339380,Female,2016,5.5,Disability_Non-disable,0,114,114,2,2,0,0,0,5,22,2,13,1,5,13,16,16,20,13,15,1,2,1,1,0,0,2,2,TRUE
SN21492133,Male,2017,5.2,Disability_Non-disable,0,114,114,3,2,2,2,2,32,57,15,17,17,21,29,27,28,30,39,27,2,2,2,2,3,4,1,2,FALSE
SN44915525,Male,2020,5.7,Disability_Non-disable,0,78,78,3,3,2,0,0,8,30,4,13,6,11,20,24,25,30,14,24,2,3,1,1,1,2,0,2,TRUE
SN10791337,Female,2018,5.3,Disability_Cognitive,1,88,88,2,1,1,1,1,15,24,0,0,8,13,17,15,18,24,20,26,2,2,1,2,2,3,2,2,TRUE
SN82350444,Male,2016,4.9,Disability_Non-disable,0,101,101,2,1,2,0,0,26,38,2,0,10,13,24,28,28,29,25,40,2,4,1,2,1,2,0,0,FALSE
SN96908507,Male,2016,5.0,Disability_SocialEmotional,0,101,101,3,1,2,0,0,6,34,2,16,3,7,16,19,20,22,9,24,1,3,0,2,1,2,1,1,TRUE
SN13518077,Male,2017,5.8,Disability_Non-disable,0,120,120,2,2,0,0,0,15,31,7,11,4,10,17,17,18,24,15,29,1,3,0,2,2,2,1,2,FALSE
SN98775310,Male,2017,5.7,Disability_Non-disable,0,103,103,2,2,2,0,1,21,28,0,0,10,10,17,22,22,27,27,34,2,4,1,2,0,4,1,4,FALSE
SN87959640,Female,2016,4.8,Disability_Non-disable,0,120,120,1,1,0,0,0,7,26,3,13,7,5,18,21,22,25,10,22,1,3,1,2,1,2,2,2,FALSE
SN44333099,Female,2018,5.6,Disability_Cognitive,1,95,95,2,1,2,2,0,8,24,0,14,9,9,18,19,21,23,22,33,2,3,1,1,1,2,2,2,TRUE
SN10817701,Female,2021,5.5,Disability_Non-disable,0,104,98,2,2,2,2,2,23,44,-2,0,12,17,23,26,29,29,33,35,2,2,1,2,1,2,2,2,FALSE
SN48970367,Male,2018,5.8,Disability_Cognitive,0,95,95,2,1,1,0,0,19,28,0,2,10,15,18,20,22,26,20,31,1,4,1,2,2,4,2,2,FALSE
SN50516383,Female,2020,4.8,Disability_Non-disable,0,113,113,1,1,2,2,2,32,62,-1,1,25,27,30,24,28,30,33,39,3,4,1,2,1,5,0,3,FALSE
SN13303142,Female,2017,4.9,Disability_Non-disable,0,93,93,2,2,1,0,0,10,27,3,13,3,16,22,24,27,29,6,19,2,2,0,1,0,2,0,2,FALSE
SN67571265,Male,2016,5.9,Disability_Non-disable,0,120,120,3,2,2,0,0,34,41,0,12,16,10,17,22,25,27,58,32,1,4,1,2,0,4,0,2,TRUE
SN87749997,Female,2020,5.3,Disability_Non-disable,0,95,95,3,2,2,1,2,30,40,0,2,16,23,29,31,30,30,52,41,2,4,1,3,1,3,2,2,FALSE
SN45258709,Male,2018,5.3,Disability_Non-disable,0,92,92,2,2,2,2,1,26,39,-2,-2,10,16,19,21,21,30,22,37,1,3,1,2,1,1,1,2,FALSE
SN92724056,Male,2018,5.4,Disability_Non-disable,0,114,114,2,2,2,1,1,19,35,0,15,5,12,19,26,30,31,27,25,1,3,1,1,1,1,0,0,FALSE
SN18271726,Male,2020,5.7,Disability_Non-disable,0,97,97,4,4,2,2,2,18,34,-1,18,9,12,18,19,22,23,10,28,2,3,1,1,1,2,2,2,TRUE
SN60956771,Female,2017,5.5,Disability_Non-disable,0,88,88,1,1,0,0,0,10,26,0,12,2,9,17,14,18,23,10,17,2,2,1,1,1,2,1,0,FALSE
SN57807773,Male,2021,5.4,Disability_Physical,0,91,89,2,1,2,0,2,26,41,0,-2,17,17,27,28,32,29,27,46,1,2,1,2,2,4,2,3,FALSE
SN73465320,Female,2018,5.7,Disability_Cognitive,0,97,97,4,4,2,0,0,7,23,0,12,4,9,14,12,23,27,7,19,0,2,1,1,0,2,2,2,FALSE
SN30129137,Female,2020,4.6,Disability_Non-disable,0,94,94,1,1,2,2,2,41,60,-1,-3,12,17,26,25,27,29,29,42,3,4,1,2,4,4,2,2,FALSE
SN56189193,Female,2017,5.6,Disability_Non-disable,0,120,120,2,2,2,0,1,20,48,0,0,11,13,22,18,21,28,23,39,2,3,1,2,3,4,2,2,FALSE
SN25822823,Female,2018,4.9,Disability_Cognitive,1,95,95,4,3,0,0,0,5,23,2,12,3,13,15,10,17,21,4,24,1,2,0,1,1,1,1,1,TRUE
SN16816523,Male,2016,4.6,Disability_Cognitive,1,97,97,5,4,0,0,0,6,24,1,12,3,9,16,17,20,19,6,16,1,2,1,2,0,1,1,2,TRUE
SN68257933,Female,2020,4.8,Disability_Non-disable,0,95,95,2,1,2,0,0,17,31,4,-1,9,14,20,18,23,28,19,27,2,4,1,2,1,4,1,2,FALSE
SN11072051,Female,2016,5.5,Disability_Non-disable,0,114,114,2,2,2,2,2,27,39,0,-1,16,15,26,27,26,31,37,27,1,4,1,1,2,2,2,2,FALSE
SN10639402,Female,2017,5.1,Disability_Cognitive,0,95,95,3,3,2,2,0,8,23,1,16,2,10,15,12,15,16,11,7,1,2,0,0,0,1,0,2,TRUE
SN50823510,Male,2021,5.2,Disability_Non-disable,0,104,98,2,2,2,2,0,21,38,2,2,10,12,19,20,28,29,32,42,2,3,1,1,2,2,0,2,FALSE
SN32467805,Female,2017,4.9,Disability_Non-disable,0,97,97,2,1,2,0,1,32,50,0,0,24,25,31,23,29,31,40,42,2,2,1,2,2,2,2,3,FALSE
SN59594415,Female,2021,5.8,Disability_Cognitive,1,114,104,3,2,2,0,0,26,36,0,0,15,18,18,26,27,32,13,47,1,3,1,2,0,1,2,1,TRUE
SN67042043,Male,2016,5.0,Disability_Non-disable,0,97,97,3,2,2,0,0,68,86,-1,0,27,27,33,31,31,29,42,39,1,5,1,2,2,4,0,2,FALSE
SN72826193,Male,2020,5.8,Disability_Non-disable,0,96,96,1,1,2,1,1,23,32,-1,0,12,20,25,20,24,29,19,41,2,4,2,2,2,2,2,2,TRUE
SN84530970,Female,2021,5.2,Disability_Non-disable,0,117,108,2,1,2,0,2,30,46,0,2,14,11,22,22,26,29,53,47,3,4,2,2,1,3,2,2,FALSE
SN48156951,Female,2018,5.5,Disability_Non-disable,0,92,92,3,1,2,2,2,25,36,0,-1,16,15,23,19,22,28,19,35,1,2,2,2,2,1,2,2,FALSE
SN38511687,Male,2021,5.2,Disability_Cognitive,1,99,94,1,1,2,2,0,21,42,-1,1,10,19,26,26,29,31,14,8,2,4,2,2,2,5,1,4,TRUE
SN45341959,Female,2017,5.5,Disability_Cognitive,0,95,95,2,1,2,1,2,11,30,0,10,6,11,19,21,23,31,18,19,1,1,0,1,0,1,1,1,FALSE
SN70925468,Male,2021,5.5,Disability_Non-disable,0,101,96,1,1,2,2,2,22,31,0,0,10,14,17,14,24,29,20,24,2,3,1,2,2,4,0,0,FALSE
SN50838619,Female,2020,5.3,Disability_Non-disable,0,104,104,2,1,2,2,1,24,34,-1,3,14,14,21,16,21,25,23,43,2,2,1,2,1,3,1,2,FALSE
SN43569326,Male,2020,5.2,Disability_SocialEmotional,0,91,91,2,1,2,1,1,7,42,0,12,5,12,20,24,28,27,11,15,1,2,0,2,0,4,2,2,FALSE
SN57642513,Female,2020,5.6,Disability_Non-disable,0,95,95,2,1,2,0,1,27,36,0,0,11,15,21,27,28,29,43,36,2,3,1,1,1,2,1,2,FALSE
