Player,Country,Start,End,Matches,Innings,NotOuts,Runs,HighScore,HighScoreNotOut,Average,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes
Mirza Ahsan ,Aut,2019,2019,4,4,3,66,51,TRUE,66,26,253.8461538,0,1,0,4,7
TM Dowlin ,West Indies,2009,2010,2,2,1,68,37,TRUE,68,69,98.55072464,0,0,0,8,0
Yusuf Ebrahim ,PNM,2019,2019,3,3,1,137,72,FALSE,68.5,97,141.2371134,0,1,0,14,5
Bilal Zalmai ,Aut,2019,2019,5,4,1,208,111,TRUE,69.33333333,109,190.8256881,1,0,0,16,16
Riazat Ali Shah ,UGA,2019,2019,4,4,2,140,53,TRUE,70,108,129.6296296,0,1,0,8,8
Shaheryar Butt ,Belg,2019,2020,7,7,3,294,125,TRUE,73.5,166,177.1084337,1,1,0,21,21
Muhammad Awais (),NA,2019,2019,3,3,2,82,42,TRUE,82,59,138.9830508,0,0,0,12,1
LA Dunbar ,Serb,2019,2019,2,2,1,104,104,TRUE,104,62,167.7419355,1,0,1,5,10
Sami Sohail ,MWest Indies,2019,2019,7,5,4,115,33,TRUE,115,97,118.556701,0,0,0,10,2
Najjam Shahzad ,PORT,2019,2019,4,3,2,126,53,TRUE,126,97,129.8969072,0,1,0,4,10
AS Abioye ,NGA,2019,2019,5,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
Aizaz Cheema ,Pakistan,2011,2012,5,1,1,0,0,TRUE,NA,3,0,0,0,0,0,0
Ali Naqi ,PORT,2019,2019,4,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
CT Bancroft ,Australia,2016,2016,1,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
IDR Bradshaw ,West Indies,2006,2006,1,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
DR Briggs ,England,2012,2014,7,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
Fiaz Ahmad ,KUW,2019,2019,3,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
M Gherasim ,ROM,2020,2020,2,1,1,0,0,TRUE,NA,3,0,0,0,0,0,0
Haris Rauf ,Pakistan,2020,2021,13,1,1,0,0,TRUE,NA,1,0,0,0,0,0,0
SM Harwood ,Australia,2007,2009,3,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
S Keshvani ,Canada,2010,2010,2,1,1,0,0,TRUE,NA,1,0,0,0,0,0,0
K Loday ,BHU,2019,2019,1,1,1,0,0,TRUE,NA,1,0,0,0,0,0,0
A Mehmood ,Hong Kong,2016,2016,2,1,1,0,0,TRUE,NA,1,0,0,0,0,0,0
Mehran Dorri ,Iran,2020,2020,1,1,1,0,0,TRUE,NA,3,0,0,0,0,0,0
Mohameed Taiwo ,NGA,2019,2019,2,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
Mohammad Kashif ,Netherlands,2010,2010,3,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
JK Mukhiya ,Nepal,2014,2015,4,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
Musawar Shah ,QAT,2019,2020,4,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
T Muzarabani ,Zimbabwe,2015,2016,9,1,1,0,0,TRUE,NA,2,0,0,0,0,0,0
Naveed Fakhr ,KUW,2020,2020,1,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
Navid Abdollahpour ,Iran,2020,2020,2,1,1,0,0,TRUE,NA,2,0,0,0,0,0,0
Nawaf Ahmed ,KUW,2019,2019,1,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
A Nel ,South Africa,2005,2007,2,1,1,0,0,TRUE,NA,2,0,0,0,0,0,0
Noor Momand ,Belg,2019,2019,2,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
PDRL Perera ,Sri Lanka,2006,2006,2,2,2,0,0,TRUE,NA,0,NA,0,0,0,0,0
Qais Ahmad ,Afghanistan,2020,2020,1,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
Rahman Ademi ,Serb,2019,2019,2,1,1,0,0,TRUE,NA,4,0,0,0,0,0,0
Rumman Raees ,Pakistan,2016,2018,8,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
Sajid Liaqat ,GER,2019,2019,2,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
K Santokie ,West Indies,2011,2014,12,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
A Shahzad ,England,2010,2011,3,1,1,0,0,TRUE,NA,3,0,0,0,0,0,0
H Ssenyondo ,UGA,2019,2020,7,1,1,0,0,TRUE,NA,0,NA,0,0,0,0,0
Taijul Islam ,Bangladesh,2019,2019,2,1,1,0,0,TRUE,NA,1,0,0,0,0,0,0
YA Abdulla ,South Africa,2009,2009,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Abdul Rahman ,Aut,2019,2019,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Abdur Rauf ,Pakistan,2008,2008,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
RA Abolarin ,NGA,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ahmed Raid ,Mald,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NN Akhter ,MLT,2020,2020,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GW Aldridge ,New Zealand,2011,2011,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
AD Algar ,ESP,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
TR Ambrose ,England,2008,2008,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
A Anemogiannis (),NA,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
JC Archer ,England,2019,2021,8,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Arsalan Qadir ,Canada,2010,2010,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Asad Ali ,Pakistan,2013,2013,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Atif Ali Khan ,United Arab Emirates,2016,2016,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
P Awana ,India,2012,2012,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
LS Baker ,West Indies,2008,2009,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
L Balaji ,India,2012,2012,5,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
JT Ball ,England,2018,2018,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
S Bantzas (),NA,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
TC Bastiampillai ,Canada,2010,2010,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
MD Bates ,New Zealand,2012,2012,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
D Bau ,Papau New Guinea,2017,2017,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
JP Behrendorff ,Australia,2017,2019,7,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
SVE Bharathi ,GER,2020,2020,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
LT Bichard ,GUE,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CC Blake ,VAN,2019,2019,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
N Boje ,South Africa,2005,2005,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
SM Boland ,Australia,2016,2016,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
M Breban ,GUE,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CG Burnett ,Scotland,2013,2013,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
DK Butler ,West Indies,2006,2006,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
J Butler ,IOM,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
N Chejay ,BHU,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
C Chete ,MWest Indies,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
SR Clark ,Australia,2006,2007,9,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
MS Crane ,England,2017,2017,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
D Daesrath ,Canada,2013,2013,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
M de Lange ,South Africa,2012,2015,6,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
SI de Saram ,Sri Lanka,2009,2009,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
BJ Diamanti ,New Zealand,2009,2009,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
V Dikov ,BUL,2019,2019,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
K Dorji ,BHU,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
JA Duffy ,New Zealand,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
PS Eaglestone ,Ireland,2010,2010,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
BT Foakes ,England,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
O Fournier ,CRC,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
R Frylinck ,South Africa,2017,2018,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
ST Gabriel ,West Indies,2013,2013,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Garret Banner ,Blz,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
B Geeves ,Australia,2009,2009,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
S Goud ,CZK-R,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
D Gough ,England,2005,2006,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
HF Gurney ,England,2014,2014,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Hamid Hashemi ,Iran,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Hamza Tahir ,Scotland,2018,2019,11,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
SJ Harmison ,England,2005,2006,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Hasan Mahmud ,Bangladesh,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Khan Mohammad ,Hong Kong,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
RJ Hatchman ,GIBR,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
JR Hazlewood ,Australia,2013,2020,9,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
J Hurley ,Arg,2019,2019,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ibrahim Khan ,Saudi,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Iftikhar Anjum ,Pakistan,2007,2009,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Imran Ashraf ,QAT,2019,2020,4,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
D Jakiel ,Zimbabwe,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Joginder Sharma ,India,2007,2007,4,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GJ Joseph ,Blz,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Jubair Hossain ,Bangladesh,2015,2015,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
TP Kamungozi ,Zimbabwe,2014,2014,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
B Karki ,Nepal,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
S Kaul ,India,2018,2019,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
UKPW Kumaranayaka ,KUW,2019,2020,7,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
B Laughlin ,Australia,2009,2013,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
E Leie ,South Africa,2015,2015,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
RDM Leverock ,Bermuda,2008,2008,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
ML Lewis ,Australia,2006,2006,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
DSK Madushanka ,Sri Lanka,2018,2018,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GT Main ,Scotland,2015,2016,4,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mansoor Amjad ,Pakistan,2008,2008,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
A Martin ,West Indies,2011,2011,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
JC Martin ,GUE,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
WT Mashinge ,Zimbabwe,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GJ McCarter ,Ireland,2015,2015,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
SC Meaker ,England,2012,2012,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NSK Mehta ,Belg,2020,2020,4,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
RP Meredith ,Australia,2021,2021,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mihusan Hamid ,Mald,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
D Mogan ,MAL,2020,2020,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mohammad Shahid ,Bangladesh,2016,2016,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mohammed Shami ,India,2014,2020,12,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mohammed Siraj ,India,2017,2018,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GMC Mol ,Netherlands,2008,2008,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mohsin Khan ,Hong Kong,2020,2020,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Muhammad Amir ,MAL,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Muhammad Musa ,Pakistan,2019,2020,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Mukhtiar Singh ,ESP,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
M Mwamadi ,MWest Indies,2019,2019,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
M Nandela ,Mex,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Nasir Aziz ,United Arab Emirates,2015,2015,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
T Natarajan ,India,2020,2020,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NH Naureen ,ESP,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Nawazish Jezuli ,Saudi,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
P Negi ,India,2016,2016,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
A Neill ,Scotland,2019,2019,5,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
R Ngarava ,Zimbabwe,2019,2020,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
TW Nightingale ,GUE,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
G Nikitas (),NA,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
F Nkhoma ,MWest Indies,2019,2019,4,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
IE O'Brien ,New Zealand,2009,2009,4,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
E Ochieng ,Kenya,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
RJG Palmer ,JER,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
MA Parker ,Scotland,2012,2012,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
MW Parkinson ,England,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
AY Patel ,New Zealand,2018,2018,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
V Permaul ,West Indies,2018,2018,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
R Pisal ,ROM,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
KTGD Prasad ,Sri Lanka,2011,2011,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
M Pushpakumara ,Sri Lanka,2009,2009,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
S Qeshile ,South Africa,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Raja Adeel ,ESP,2019,2020,5,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Khan ,Nepal,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
KA Reynolds ,Blz,2019,2019,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Robiul Islam ,Bangladesh,2013,2013,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Rokhan Barakzai ,Afghanistan,2015,2015,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
AK Sah ,Nepal,2018,2018,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Sajedul Islam ,Bangladesh,2013,2013,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Saqlain Sajib ,Bangladesh,2016,2016,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
JD Schoonheim ,Netherlands,2008,2008,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
K Senamontree ,THAI,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Shabbir Ahmed ,Pakistan,2007,2007,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Shaffeq Muhammad (),NA,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Sharif Asadullah ,United Arab Emirates,2014,2014,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
KV Sharma ,India,2014,2014,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
R Sharma ,India,2012,2012,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
R Shepherd ,West Indies,2020,2020,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NK Shetty ,Mex,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
S Singh ,PHI,2019,2019,4,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Soheel Hussain ,Belg,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
BB Sran ,India,2016,2016,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
H Srinivasan ,GER,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
TJ Stephenson ,Blz,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GA Stuurman ,South Africa,2021,2021,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
K Subramanian ,SGP,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
P Syafiq Ali ,MAL,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Tanvir Ahmed ,Pakistan,2010,2010,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
J Thinley ,BHU,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
AC Thomas ,South Africa,2007,2007,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
DC Thomas ,West Indies,2009,2013,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
GC Tonge ,West Indies,2009,2009,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CT Tremlett ,England,2007,2007,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CK Tshuma ,Zimbabwe,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
S Tyagi ,India,2009,2009,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
JD Unadkat ,India,2016,2018,10,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
MB van Schelven ,Netherlands,2015,2015,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
S Vats ,LUX,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
DJ Vilas ,South Africa,2012,2012,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Vimal Kumar ,PHI,2019,2019,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Vishal Ahir ,PNM,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Waqar Abbasi ,ROM,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Waqas Maqsood ,Pakistan,2018,2018,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
SR Welsh ,Canada,2008,2008,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
SG Whittingham ,Scotland,2018,2018,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
LJ Woodcock ,New Zealand,2010,2011,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Zahid Mahmood ,Pakistan,2021,2021,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Zamir Khan ,Afghanistan,2012,2012,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
S Zargar ,Mex,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Zeeshan Khan ,MLT,2020,2020,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Zeshan Arif ,Aut,2019,2019,3,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
Ziaur Rahman ,Afghanistan,2019,2019,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
