text_score,text_score_expansion,hashtag,hasURL,isReply,length,tweet_topic_time_diff,semantic_overlap,#entityTypes,#entities,organization_entities,person_entities,work_entities,event_entities,species_entities,places_entities,nFollowers,nFriends,nFavorties,nListed,isVerified,isGeoEnabled,twitterAge,#tweetsPosted,relevanceJudge
-16,-16,0,0,0,86,0,0,0,1,0,0,0,0,0,0,908,1670,80,38,0,1,1.497386,23510,0
-16,-16,0,0,0,54,4,0,0,0,0,0,0,0,0,0,828,134,208,121,0,0,2.217522,9859,0
-16,-16,0,0,1,82,9,0,1,3,1,0,0,0,0,0,52,237,3,2,0,0,2.761383,3776,0
-16,-16,0,0,1,59,1,0,0,1,0,0,0,0,0,0,18,62,2,0,0,0,2.593156,224,0
-16,-16,0,0,1,35,0,0,0,0,0,0,0,0,0,0,4290,576,1467,41,0,0,2.130304,77945,0
-16,-16,0,0,1,51,6,0,1,1,0,0,1,0,0,0,1577,1242,31,38,0,1,1.623905,29284,0
-16,-16,1,0,1,53,3,0,1,1,0,0,1,0,0,0,1138,765,9,2,0,0,2.942633,8856,0
-16,-16,1,0,0,42,1,0,0,0,0,0,0,0,0,0,116,237,0,2,0,0,2.679949,4914,0
-16,-16,0,0,1,120,9,0,3,8,1,1,3,0,0,0,816,513,177,10,0,0,2.94167,3806,0
-16,-16,0,0,1,56,3,0,0,3,0,0,0,0,0,0,3408,3480,100,71,0,1,3.350102,15164,0
-16,-16,0,0,1,37,7,0,0,1,0,0,0,0,0,0,100,197,10,2,0,0,3.07169,5395,0
-16,-16,0,0,1,63,10,0,0,0,0,0,0,0,0,0,903,762,32,41,0,1,3.096925,45424,0
-16,-16,0,0,0,60,0,0,1,1,0,0,1,0,0,0,204,254,23,1,0,0,1.647922,12453,0
-16,-16,0,0,1,56,3,0,1,1,0,0,1,0,0,0,114,124,3,0,0,1,1.168363,1425,0
-16,-16,0,0,0,56,0,0,1,3,0,0,2,0,0,0,801,921,0,1,0,0,1.454436,28504,0
-16,-16,0,0,0,83,0,0,1,3,1,0,0,0,0,0,397,309,76,2,0,0,2.474139,9482,0
-16,-16,0,0,0,34,7,0,1,2,0,0,1,0,0,0,941,541,31,24,0,0,2.687522,18148,0
-16,-16,0,0,1,33,8,0,0,0,0,0,0,0,0,0,627,682,6,10,0,1,2.811388,3336,0
-16,-16,0,0,0,36,4,0,0,0,0,0,0,0,0,0,65,9,11,1,0,0,2.168501,849,0
-16,-16,0,1,0,113,0,0,0,2,0,0,0,0,0,0,3949,3518,1,107,0,0,2.772111,3482,0
-6.07844,-6.49389,0,0,0,56,7,0,0,0,0,0,0,0,0,0,677,726,44,8,0,0,2.181154,23451,0
-16,-16,0,1,0,113,4,0,1,4,1,0,0,0,0,0,9,1,0,0,0,0,1.987037,78,0
-16,-16,0,0,1,13,5,0,0,0,0,0,0,0,0,0,4203,526,0,23,0,0,1.66139,7180,0
-16,-16,0,1,0,116,5,0,2,5,0,1,1,0,0,0,2993,3388,0,19,0,0,2.586303,38672,0
-16,-16,0,0,0,103,0,0,0,0,0,0,0,0,0,0,359,328,9,1,0,0,2.770777,13088,0
-16,-16,0,0,0,110,0,0,1,3,0,0,1,0,0,0,768,410,2,5,0,0,2.734829,77702,0
-6.23335,-6.75608,0,0,0,22,9,0,0,0,0,0,0,0,0,0,185,194,6,2,0,0,1.480357,2961,0
-16,-16,0,0,0,48,9,0,1,1,0,0,1,0,0,0,154,217,31,5,0,0,2.891078,3119,0
-16,-6.75648,0,0,0,31,0,0,0,0,0,0,0,0,0,0,712,673,33,9,0,0,2.481274,122534,0
-16,-16,0,0,0,64,8,0,0,0,0,0,0,0,0,0,39,57,21,0,0,1,2.022801,1262,0
-16,-16,0,1,0,52,0,0,1,1,0,0,1,0,0,0,8942,127,0,905,0,0,2.794149,20589,0
-16,-16,0,0,0,31,5,0,0,0,0,0,0,0,0,0,641,569,71,3,0,0,1.264349,14826,0
-16,-16,0,1,0,49,0,0,0,1,0,0,0,0,0,0,16825,995,38,1762,0,1,5.276247,45910,0
-16,-16,0,0,1,81,0,0,0,0,0,0,0,0,0,0,1208,462,330,51,0,1,2.943579,37536,0
-16,-16,0,1,0,102,9,0,2,5,1,0,1,0,0,0,371,0,0,9,0,0,1.909384,45918,0
-6.2314,-6.75521,0,0,0,42,4,0,0,1,0,0,0,0,0,0,57,212,13,0,0,0,1.265424,3344,1
-16,-16,0,1,0,93,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.2314,-6.75521,0,0,0,40,6,0,0,0,0,0,0,0,0,0,268,192,397,7,0,1,1.929529,14271,0
-16,-16,0,1,0,62,0,0,2,2,1,0,1,0,0,0,609,330,0,59,0,0,2.199551,891,0
-16,-16,0,0,0,33,6,0,0,1,0,0,0,0,0,0,328,290,10,0,0,0,1.154282,32809,0
-16,-16,1,1,0,110,0,0,0,0,0,0,0,0,0,0,387,304,55,21,0,1,3.094427,32665,0
-6.22901,-6.75282,0,0,0,24,4,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1.305379,5987,0
-6.22862,-6.75412,0,0,0,98,0,0,0,1,0,0,0,0,0,0,1408,1995,128,1,0,1,2.843025,15423,0
-16,-16,0,0,0,59,0,0,0,0,0,0,0,0,0,0,162,179,8,3,0,0,2.188063,1903,0
-6.22941,-6.75492,0,0,1,120,0,0,0,2,0,0,0,0,0,0,41,56,9,1,0,0,2.904575,472,0
-6.22783,-6.75333,0,0,1,95,0,0,0,0,0,0,0,0,0,0,1771,1458,306,279,0,0,2.39206,39171,0
-16,-16,1,0,1,89,7,0,0,1,0,0,0,0,0,0,57,348,287,0,0,0,3.011734,1493,0
-16,-16,0,0,1,110,0,0,0,1,0,0,0,0,0,0,2387,1735,349,102,0,1,2.944458,55582,0
-6.23295,-6.75568,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.23335,-6.75608,0,0,1,34,0,0,0,0,0,0,0,0,0,0,269,25,1,1,0,0,1.110015,1555,0
-16,-16,0,0,0,113,0,0,2,3,0,1,1,0,0,0,193,211,0,3,0,0,2.325178,1248,0
-16,-16,0,0,0,93,1,0,2,2,0,1,1,0,0,0,1223,208,1,110,0,0,2.680367,5304,0
-16,-16,1,0,1,39,0,0,0,0,0,0,0,0,0,0,348,445,26,1,0,1,1.075684,33973,0
-6.22872,-6.7536,0,0,0,76,5,0,0,1,0,0,0,0,0,0,148,129,161,0,0,0,1.14199,17882,0
-6.2306,-6.75442,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1051,979,11,35,0,1,2.212064,14986,0
-16,-16,0,0,1,133,0,0,1,2,0,1,0,0,0,0,315,145,221,4,0,0,1.560455,29678,0
-16,-16,0,0,0,120,1,0,0,2,0,0,0,0,0,0,2284,212,14,33,0,0,2.948266,22270,0
-16,-16,0,0,0,4,5,0,0,0,0,0,0,0,0,0,540,888,18,34,0,0,2.724821,11675,0
-6.22348,-6.75007,0,0,0,72,9,0,0,0,0,0,0,0,0,0,114,122,16,0,0,1,2.899731,5444,0
-16,-16,0,0,1,28,5,0,0,0,0,0,0,0,0,0,634,551,13,3,0,1,2.668188,36233,0
-6.08597,-6.50033,0,0,0,104,9,0,1,1,0,1,0,0,0,0,541,430,4,8,0,0,2.940468,25698,0
-6.2306,-6.75442,1,0,0,45,0,0,0,0,0,0,0,0,0,0,195,273,31,2,0,0,1.32965,8107,0
-6.231,-6.75482,0,0,0,39,0,0,1,1,0,1,0,0,0,0,189,696,7,2,0,0,2.141025,1469,0
-6.2314,-6.75521,0,0,1,42,0,0,1,1,0,1,0,0,0,0,1034,413,8,1,0,1,1.491441,14428,0
-16,-16,0,0,0,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,1,0,47,4,0,0,0,0,0,0,0,0,0,98,265,2,0,0,0,3.762392,6659,0
-16,-16,0,0,1,134,0,0,0,0,0,0,0,0,0,0,955,784,74,49,0,0,1.182763,10219,0
-6.23335,-6.75608,0,0,0,22,0,0,0,0,0,0,0,0,0,0,532,567,829,0,0,1,2.017961,13209,0
-16,-16,0,1,0,33,6,0,1,1,1,0,0,0,0,0,192,471,0,12,0,1,3.889948,5736,0
-16,-16,0,0,1,107,4,0,1,2,0,0,1,0,0,0,13,202,2,0,0,0,1.100409,39,0
-16,-16,0,1,0,27,7,0,1,1,0,0,1,0,0,0,49,98,5,1,0,1,2.988291,3350,0
-16,-16,0,1,0,118,0,0,2,6,0,0,1,0,0,1,392,165,0,11,0,0,2.046113,20937,0
-16,-16,0,1,0,50,6,0,0,1,0,0,0,0,0,0,1854,1086,116,122,0,0,3.059395,74286,0
-16,-16,0,1,0,78,0,0,0,2,0,0,0,0,0,0,2043,2184,0,16,0,0,3.926483,71323,0
-6.08755,-6.48407,0,1,0,48,2,0,1,1,1,0,0,0,0,0,23992,1700,5,539,0,0,2.798687,11474,0
-6.08202,-6.49288,0,1,0,33,7,0,1,2,0,0,1,0,0,0,280,0,0,3,0,0,2.033565,28651,1
-6.231,-6.75482,1,0,0,43,0,0,1,1,0,0,1,0,0,0,1318,1604,35,5,0,1,1.403914,38774,0
-16,-16,0,0,1,73,9,0,0,1,0,0,0,0,0,0,134,693,77,1,0,1,2.757349,7840,0
-16,-16,0,0,1,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,1,1,1,82,1,0,0,0,0,0,0,0,0,0,6480,2039,1,173,0,0,2.890785,7702,0
-16,-16,1,0,0,56,2,0,1,1,0,0,1,0,0,0,116,108,2,4,0,0,1.787066,1218,0
-6.23295,-6.75568,0,0,0,25,1,0,0,0,0,0,0,0,0,0,181,120,3,0,0,1,1.121783,5274,0
-16,-16,0,0,0,90,4,0,1,2,0,0,1,0,0,0,2314,349,126,153,0,0,1.967759,13106,0
-16,-16,0,0,1,23,5,0,0,0,0,0,0,0,0,0,211,161,1,0,0,0,1.663888,3746,0
-16,-16,0,0,0,127,6,0,0,0,0,0,0,0,0,0,1513,1218,63,2,0,1,2.831937,31882,0
-6.08079,-6.49515,0,0,1,36,5,0,0,0,0,0,0,0,0,0,158,129,7,2,0,0,1.806462,8131,0
-6.23255,-6.75528,0,0,0,16,8,0,0,0,0,0,0,0,0,0,1026,1986,1,32,0,0,2.37221,17160,0
-6.08119,-6.49555,0,0,0,32,8,0,0,1,0,0,0,0,0,0,483,283,6,4,0,0,1.872969,43166,0
-5.98607,-6.33327,0,0,0,63,9,0,1,1,0,0,0,0,0,1,238,212,1,0,0,1,1.217292,1913,0
-16,-16,0,0,1,87,3,0,0,0,0,0,0,0,0,0,655,406,14,5,0,0,1.428634,31865,0
-16,-16,0,0,0,138,0,0,0,0,0,0,0,0,0,0,4643,775,65,191,0,0,2.685594,82523,0
-16,-16,0,0,1,19,9,0,0,0,0,0,0,0,0,0,68,71,2,0,0,0,1.115627,189,0
-16,-16,0,0,1,29,10,0,0,0,0,0,0,0,0,0,2570,2494,1929,8,0,0,2.461559,17619,0
-16,-16,0,0,0,42,9,0,0,0,0,0,0,0,0,0,113,853,2,2,0,0,2.932723,10317,0
-6.08119,-6.49555,0,0,1,45,10,0,0,0,0,0,0,0,0,0,50,121,29,3,0,0,2.860782,11161,0
-16,-16,0,0,1,40,10,0,0,0,0,0,0,0,0,0,190,152,9,0,0,0,2.898131,3853,0
-16,-16,0,0,0,30,9,0,1,1,1,0,0,0,0,0,318,269,1,2,0,0,1.507838,25887,0
-16,-16,0,0,1,23,9,0,0,0,0,0,0,0,0,0,1382,686,11,2,0,1,1.703788,35208,0
-16,-16,0,0,0,137,1,0,4,6,1,1,1,0,0,1,17747,19901,0,51,0,0,1.28419,30539,0
-16,-16,0,0,1,35,9,0,0,1,0,0,0,0,0,0,183,184,18,1,0,1,1.140987,1582,0
-16,-16,0,0,0,136,6,0,3,5,1,1,2,0,0,0,17747,19901,0,51,0,0,1.28419,30539,0
-16,-16,0,0,1,30,9,0,0,0,0,0,0,0,0,0,121,179,5,2,0,0,2.851399,5475,0
-6.23258,-16,0,0,1,140,8,0,3,6,1,2,2,0,0,0,149,139,15,0,0,1,1.226195,7037,0
-6.23335,-6.75608,0,0,1,24,9,0,0,0,0,0,0,0,0,0,119,129,3,0,0,0,2.069877,4359,0
-16,-16,0,1,0,116,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,0,0,24,10,0,0,0,0,0,0,0,0,0,281,277,10,1,0,0,1.500091,5442,0
-16,-6.75648,0,0,1,30,10,0,0,0,0,0,0,0,0,0,399,431,37,2,0,0,1.688864,3763,0
-6.23259,-6.75641,0,0,1,76,9,0,1,2,1,0,0,0,0,0,17,46,22,0,0,0,3.100508,685,0
-16,-16,0,1,0,121,0,0,1,2,0,1,0,0,0,0,169,149,0,7,0,1,3.266924,369,0
-16,-16,0,1,0,76,0,0,1,1,1,0,0,0,0,0,303,224,0,23,0,0,2.55374,549,0
-16,-16,0,1,0,75,9,0,1,2,0,1,0,0,0,0,535,636,128,10,0,0,1.84924,3688,0
-16,-16,0,1,0,72,5,0,1,2,0,0,1,0,0,0,288,797,2,12,0,1,3.477749,10399,0
-16,-16,0,1,0,73,8,0,1,5,0,0,0,0,1,0,217,294,4,9,0,1,2.819853,5351,0
-16,-16,0,1,0,71,7,0,1,4,0,0,1,0,0,0,149,189,3,4,0,0,1.843662,5103,0
-16,-16,0,1,0,111,1,0,0,2,0,0,0,0,0,0,848,0,0,27,0,0,2.772833,12838,0
-16,-16,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,1,0,116,7,0,0,0,0,0,0,0,0,0,522,265,1,3,0,0,2.836889,25024,0
-6.23335,-6.75608,0,0,1,31,9,0,0,0,0,0,0,0,0,0,416,529,443,28,0,0,1.303162,25210,0
-16,-16,0,0,1,25,9,0,0,0,0,0,0,0,0,0,467,446,1737,2,0,0,1.549944,33676,0
-16,-16,0,0,1,17,9,0,0,0,0,0,0,0,0,0,3143,2792,233,40,0,0,2.633766,18833,0
-16,-16,0,0,0,14,10,0,0,0,0,0,0,0,0,0,1172,1162,9,4,0,0,1.23394,17029,0
-16,-16,0,0,0,40,10,0,0,2,0,0,0,0,0,0,172,173,0,1,0,0,1.667927,11364,0
-16,-16,1,0,0,111,8,0,1,1,0,1,0,0,0,0,385,460,613,13,0,0,2.168226,40158,0
-16,-6.75648,0,0,0,28,1,0,0,1,0,0,0,0,0,0,110,117,0,1,0,0,1.514528,3501,0
-6.23308,-6.70229,0,0,0,136,5,0,2,4,0,1,1,0,0,0,276,273,0,15,0,0,1.992414,396,1
-16,-16,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,0,1,24,9,0,0,0,0,0,0,0,0,0,1928,1523,133,11,0,1,2.184792,54962,0
-6.22,-6.74766,0,1,0,100,0,0,0,0,0,0,0,0,0,0,514,1038,35,28,0,1,2.278599,3440,0
-16,-16,0,1,0,85,2,0,2,4,0,1,0,0,0,1,449,184,0,18,0,0,2.625391,2003,0
-6.22,-6.74766,0,1,0,81,6,0,0,3,0,0,0,0,0,0,668,881,3,10,0,0,2.40921,8618,0
-6.21699,-6.7457,0,1,0,91,6,0,1,4,0,1,0,0,0,0,668,881,3,10,0,0,2.40921,8618,0
-16,-16,1,1,0,70,1,0,0,0,0,0,0,0,0,0,410,0,0,5,0,0,1.129748,48535,0
-16,-16,1,1,1,79,7,0,0,0,0,0,0,0,0,0,634,319,0,46,0,1,3.596233,2595,0
-16,-16,0,1,0,74,5,0,1,1,0,1,0,0,0,0,133,112,1,0,0,0,2.414451,18120,0
-16,-16,0,1,0,37,5,0,0,1,0,0,0,0,0,0,640,87,1305,63,0,1,2.604771,82941,0
-16,-16,0,1,1,64,1,0,1,2,0,1,0,0,0,0,49,180,4,3,0,1,2.393482,893,0
-16,-16,0,1,0,11,7,0,0,0,0,0,0,0,0,0,562,2001,375,6,0,1,3.395534,9433,0
-16,-16,1,1,1,90,9,0,0,2,0,0,0,0,0,0,1200,1859,14,16,0,0,2.02371,2115,0
-16,-16,0,1,0,90,0,0,1,4,2,0,0,0,0,0,162,0,1,6,0,0,2.864321,7326,0
-16,-16,0,1,0,46,0,0,0,0,0,0,0,0,0,0,157,8,0,5,0,0,2.139122,176,0
-16,-16,0,0,0,103,0,0,1,3,0,2,0,0,0,0,266,343,3,24,0,0,1.226928,363,0
-16,-16,0,1,1,77,2,0,0,0,0,0,0,0,0,0,11279,883,10,184,0,0,2.418702,33730,0
-6.22848,-6.75442,0,0,0,136,5,0,1,3,0,0,2,0,0,0,1492,656,24,20,0,1,2.888865,25407,0
-6.22633,-6.75121,0,0,0,43,3,0,0,0,0,0,0,0,0,0,177,144,77,1,0,0,2.590916,11028,0
-6.2294,-6.75322,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1643,330,102,7,0,0,2.456831,31912,0
-6.22407,-16,0,0,0,122,3,0,1,2,0,0,1,0,0,0,42,41,4,2,0,0,3.358835,7356,0
-6.21095,-6.74127,0,0,0,140,5,0,0,1,0,0,0,0,0,0,253,319,32,2,0,0,2.758794,14231,0
-6.21135,-6.74167,0,0,0,140,8,0,1,5,0,0,1,0,0,0,1974,1335,255,84,0,0,2.620392,34353,0
-6.2196,-6.74726,0,0,0,107,2,0,2,3,0,1,1,0,0,0,910,457,4,12,0,0,2.75588,23925,0
-16,-16,0,0,0,28,4,0,0,0,0,0,0,0,0,0,559,454,38,4,0,0,1.798057,38018,0
-16,-16,1,1,0,117,4,0,0,0,0,0,0,0,0,0,251,0,0,10,0,0,2.2307,67432,0
-6.22039,-6.74805,0,0,0,113,5,0,1,4,0,0,1,0,0,0,810,821,46,0,0,0,2.678212,27997,0
-6.08914,-6.5035,0,1,0,119,7,0,0,1,0,0,0,0,0,0,112,103,0,0,0,0,1.51936,1810,0
-6.22,-6.74766,0,0,0,101,0,0,1,1,0,1,0,0,0,0,1131,1353,246,6,0,0,2.596753,60226,0
-16,-16,0,0,1,140,6,0,0,1,0,0,0,0,0,0,163,269,310,10,0,0,2.881142,6633,0
-6.07655,-6.49307,0,0,0,103,0,0,0,0,0,0,0,0,0,0,751,623,31,3,0,1,2.820545,35532,0
-16,-16,1,0,0,108,7,0,0,0,0,0,0,0,0,0,449,1340,114,2,0,0,1.138887,8977,0
-16,-16,0,0,0,18,5,0,0,0,0,0,0,0,0,0,178,69,10,0,0,1,1.97304,17646,0
-16,-16,0,0,0,43,8,0,0,0,0,0,0,0,0,0,213,254,4,1,0,1,2.569834,3657,0
-16,-16,0,0,1,34,9,0,1,1,0,0,1,0,0,0,168,368,33,1,0,0,1.282076,22356,0
-16,-16,0,0,0,37,6,0,1,1,1,0,0,0,0,0,407,2,0,6,0,0,1.804777,134895,0
-16,-16,0,0,0,140,0,0,0,0,0,0,0,0,0,0,10246,9,0,45,0,0,2.284827,411,0
-16,-16,0,0,0,60,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,0,0,37,7,0,0,0,0,0,0,0,0,0,862,455,11,176,0,1,2.229368,19915,0
-16,-16,1,0,0,41,3,0,1,1,0,0,1,0,0,0,108,174,3,4,0,1,2.901244,1235,0
-16,-16,0,0,0,24,4,0,0,0,0,0,0,0,0,0,31,76,8,0,0,0,2.209924,490,0
-16,-16,0,0,1,40,2,0,0,0,0,0,0,0,0,0,45816,1036,348,1303,0,0,2.98299,76890,0
-16,-16,0,0,0,29,7,0,0,0,0,0,0,0,0,0,117,366,260,0,0,1,1.922593,3532,0
-16,-16,0,0,1,35,0,0,0,0,0,0,0,0,0,0,37,140,18,0,0,0,3.041031,1163,0
-16,-16,0,0,0,115,7,0,0,1,0,0,0,0,0,0,1741,1079,27,113,0,0,2.167266,15033,0
-16,-16,0,1,0,95,0,0,1,4,0,0,2,0,0,0,289,249,92,8,0,1,3.638228,3616,0
-16,-16,0,0,1,34,1,0,0,0,0,0,0,0,0,0,199,187,426,9,0,0,2.154423,14504,0
-16,-16,0,1,0,87,0,0,0,5,0,0,0,0,0,0,51,173,0,1,0,0,1.077008,155,0
-16,-16,0,0,0,107,5,0,1,3,0,0,2,0,0,0,230,225,89,4,0,0,1.138596,28707,0
-6.2269,-6.69059,1,0,0,118,2,0,0,2,0,0,0,0,0,0,1610,1423,11,56,0,1,2.952804,5318,1
-16,-16,0,0,0,114,0,0,0,0,0,0,0,0,0,0,954,342,4,72,0,0,2.889648,1033,0
-16,-16,0,0,0,112,0,0,0,1,0,0,0,0,0,0,1655,867,1038,178,0,1,2.747277,63488,0
-16,-16,0,0,0,140,7,0,0,0,0,0,0,0,0,0,333,233,94,3,0,0,2.807894,11508,0
-16,-16,0,1,0,26,3,0,1,3,0,0,2,0,0,0,49,52,4,2,0,1,2.936685,785,0
-16,-16,1,1,0,60,2,0,2,2,1,0,0,0,0,1,482,234,0,43,0,0,2.127283,13140,0
-16,-16,0,1,0,24,4,0,0,1,0,0,0,0,0,0,15,17,1,0,0,0,2.859185,985,0
-16,-16,0,1,0,64,2,0,1,2,0,0,1,0,0,0,42,363,0,0,0,0,1.283856,93,0
-16,-16,0,1,0,87,2,0,0,4,0,0,0,0,0,0,901,748,0,2,0,0,1.452576,140875,0
-16,-16,1,0,0,95,7,0,0,1,0,0,0,0,0,0,2149,2257,291,129,0,0,1.399256,20107,0
-16,-16,0,1,0,114,2,0,4,4,1,1,1,0,0,1,181,740,300,0,0,0,1.670221,3576,0
-16,-16,0,0,0,138,7,0,1,4,0,0,1,0,0,0,56,208,15,3,0,1,2.177865,1676,0
-16,-16,0,1,0,115,10,0,1,2,1,0,0,0,0,0,77,295,0,0,0,0,1.426039,656,0
-16,-16,0,0,0,108,7,0,2,4,1,0,1,0,0,0,743,684,18,36,0,1,4.312522,32361,0
-16,-16,0,1,1,99,6,0,1,4,1,0,0,0,0,0,590,1873,0,22,0,0,1.423319,1535,0
-16,-16,0,0,0,138,10,0,2,5,0,2,2,0,0,0,525,352,756,18,0,1,2.763837,31720,0
-16,-16,0,0,1,44,0,0,0,0,0,0,0,0,0,0,843,636,365,9,0,1,2.553894,58889,0
-16,-16,0,0,0,139,0,0,0,0,0,0,0,0,0,0,7556,85,1,164,0,1,2.515985,863,0
-16,-16,0,1,0,89,4,0,0,1,0,0,0,0,0,0,22311,19814,20,2178,0,0,3.232392,80583,0
-16,-16,0,0,0,136,0,0,0,1,0,0,0,0,0,0,362,283,32,22,0,0,3.400399,7509,0
-16,-16,0,0,1,125,9,0,0,0,0,0,0,0,0,0,437,319,150,7,0,0,2.628827,21129,0
-16,-16,0,0,1,139,8,0,0,0,0,0,0,0,0,0,98,195,0,1,0,1,2.482384,2073,0
-16,-16,0,0,1,139,2,0,0,2,0,0,0,0,0,0,221,178,23,6,0,1,1.979706,38605,0
-16,-16,0,0,0,128,2,0,0,1,0,0,0,0,0,0,27223,827,65,562,0,0,2.855988,90371,0
-16,-16,0,0,0,140,3,0,0,1,0,0,0,0,0,0,524,1046,2271,37,0,0,2.846329,14715,0
-6.22665,-6.75324,0,0,0,138,7,0,1,3,0,0,0,0,0,1,1035,1040,2,30,0,0,1.67219,3853,0
-16,-16,0,0,0,91,9,0,1,2,0,1,0,0,0,0,341,75,5,33,0,0,2.760001,590,0
-16,-16,0,0,1,140,0,0,1,3,0,1,0,0,0,0,1073,526,5,73,0,0,2.837934,5655,0
-16,-16,0,1,0,109,5,0,2,3,0,1,1,0,0,0,78201,36227,1081,2343,0,0,3.493118,30153,0
-16,-16,0,0,0,84,0,0,1,1,0,1,0,0,0,0,5732,588,0,53,0,0,2.925603,18614,0
-16,-16,0,0,0,50,0,0,0,0,0,0,0,0,0,0,78,152,0,0,0,0,1.659604,1225,0
-6.2294,-6.75322,0,0,1,32,2,0,0,0,0,0,0,0,0,0,872,1127,45,22,0,0,2.670957,48529,0
-16,-16,0,0,0,140,0,0,0,4,0,0,0,0,0,0,387,783,12,18,0,1,1.14647,1410,0
-16,-16,0,0,0,123,4,0,2,6,0,0,3,0,0,1,539,767,3,6,0,0,1.466799,4002,0
-16,-16,1,0,0,124,4,0,1,1,0,1,0,0,0,0,84,97,0,0,0,0,2.237751,384,0
-16,-16,1,0,0,106,8,0,1,2,0,1,0,0,0,0,1249,204,11,28,0,0,2.45622,59732,0
-16,-16,0,0,1,128,10,0,1,5,0,0,2,0,0,0,234,135,2,15,0,0,3.546437,2957,0
-16,-16,0,1,0,85,0,0,0,2,0,0,0,0,0,0,218,82,84,12,0,1,2.668814,10869,0
-16,-16,1,0,0,114,3,0,0,0,0,0,0,0,0,0,1110,121,52,16,0,0,1.925102,54910,0
-16,-16,0,0,1,133,10,0,0,0,0,0,0,0,0,0,2025,1523,15,14,0,0,1.280572,17621,0
-16,-16,0,0,0,96,10,0,2,6,2,0,2,0,0,0,146,276,4,13,0,0,1.456767,1884,0
-6.22951,-6.7544,1,0,0,81,10,0,1,1,1,0,0,0,0,0,191,195,33,4,0,0,1.273722,4274,0
-16,-16,0,0,1,44,10,0,0,0,0,0,0,0,0,0,720,2000,174,21,0,0,2.89299,9278,0
-16,-16,0,0,1,67,10,0,1,2,0,0,1,0,0,0,535,105,784,31,0,0,2.141047,83485,0
-16,-16,1,0,0,138,10,0,1,1,0,0,1,0,0,0,491,288,13,12,0,0,2.632445,41922,0
-16,-16,0,0,0,34,7,0,0,0,0,0,0,0,0,0,515,519,7,6,0,1,1.437069,4216,0
-16,-16,0,1,0,65,0,0,1,3,0,0,0,0,0,1,2549,2128,44,200,0,1,2.579876,4149,0
-6.22198,-6.74964,0,0,0,140,6,0,0,0,0,0,0,0,0,0,259,192,0,17,0,1,3.04926,1406,1
-16,-16,0,1,0,122,2,0,1,2,0,0,1,0,0,0,628,218,251,15,0,0,2.760659,78767,0
-16,-16,0,0,0,144,2,0,2,5,0,3,2,0,0,0,1001,808,5,15,0,0,2.684514,35083,0
-16,-16,0,0,0,15,2,0,0,0,0,0,0,0,0,0,685,602,18,9,0,0,2.820575,27612,0
-16,-16,0,0,1,130,8,0,0,3,0,0,0,0,0,0,1128,602,14,12,0,0,1.900946,110802,0
-16,-16,0,0,1,30,2,0,0,0,0,0,0,0,0,0,694,618,11,0,0,1,1.215756,5960,0
-16,-16,0,0,1,31,2,0,0,0,0,0,0,0,0,0,694,618,11,0,0,1,1.215756,5960,0
-16,-16,0,0,0,21,2,0,1,1,0,0,1,0,0,0,444,295,6,7,0,0,1.74909,20570,0
-16,-16,1,0,0,134,0,0,0,1,0,0,0,0,0,0,4626,3985,4,108,0,0,2.933334,22701,0
-16,-16,0,0,1,116,2,0,1,2,0,0,0,0,0,1,7,32,4,0,0,0,1.207165,29,0
-6.07814,-6.49465,0,0,0,106,8,0,1,1,0,0,1,0,0,0,621,481,1,2,0,0,2.832262,30205,0
-16,-16,0,0,0,134,8,0,1,1,1,0,0,0,0,0,255,308,5,0,0,0,1.4124,7127,0
-6.08795,-6.48447,0,0,0,121,1,0,1,2,1,0,0,0,0,0,158,120,31,5,0,0,1.726951,3924,0
-16,-16,0,0,0,110,6,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,1.09488,10,0
-6.23229,-16,0,0,0,136,3,0,1,3,0,0,1,0,0,0,34,105,0,1,0,0,3.665334,106,1
-6.2306,-6.75442,0,0,0,51,7,0,0,2,0,0,0,0,0,0,6448,298,4,302,0,0,2.470128,2786,1
-16,-16,0,0,0,137,8,0,2,3,1,0,1,0,0,0,575,512,10,13,0,0,1.912337,10451,0
-16,-16,0,0,0,48,9,0,1,2,0,1,0,0,0,0,3749,3863,80,22,0,1,2.018229,28027,0
-16,-16,0,0,0,67,6,0,0,0,0,0,0,0,0,0,118,130,2,0,0,0,1.138268,2300,0
