Game_ID,Game_Name,Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Complexity,Complexity_Raters,Average_Play_Time,Owner_Number,Trader_Number,HighInterest_Number,Interest_Number,Rater_Number,Comment_Number,Average_Rating
10959,The Magnates: A Game of Power,2014,BaseGame,5 to under 12,2,5,2.4138,29,90,303,5,40,163,209,41,7.24689
16925,Moscow Burning: The Next Russian Civil War,1996,BaseGame,12 to under 18,2,2,2.4,5,120,241,19,2,8,38,35,5.68421
13207,"NATO, Nukes & Nazis",1990,BaseGame,12 to under 18,2,2,4.5,2,180,174,5,28,52,60,38,6.985
48809,Castaways of Deadmans Bay,2011,BaseGame,5 to under 12,2,2,1.1667,6,20,27,1,8,19,26,12,6.70385
66196,Little Adventurers' Club,2015,BaseGame,5 to under 12,1,6,2,1,20,2,0,3,18,5,4,8.2
52794,The Lord of the Rings: The Card Game  The Long Dark,2012,PremiumGame,under 5,1,2,2.625,16,60,2213,23,74,98,324,104,7.56852
12965,Deathride: Mars-la-Tour 1870,2008,BaseGame,under 5,2,2,2.35,20,180,305,10,10,25,70,53,7.00743
51449,Isegrim,2011,BaseGame,5 to under 12,2,5,1.4,5,15,50,3,0,1,29,7,4.56897
65358,Sheriff of Nottingham: Gen Con Promo Set,2014,PremiumGame,12 to under 18,3,5,1.8,5,60,557,16,48,54,92,26,7.58446
10199,Ice Flow,2008,BaseGame,5 to under 12,2,4,2.1522,138,45,1496,135,87,270,1245,463,6.48982
9105,Madeira,2013,BaseGame,12 to under 18,2,4,4.1974,233,120,2554,49,301,954,1501,447,7.66163
16107,SiegeStones,2004,BaseGame,5 to under 12,2,4,2.1,10,20,177,17,6,24,80,41,5.73875
11357,"Goblins Drool, Fairies Rule!",2013,BaseGame,5 to under 12,1,4,1.0755,53,15,945,28,50,230,452,160,6.26342
35458,Supermarina I: The First Part of the Mediterranean War,1995,PremiumGame,under 5,1,12,4.5,4,45,38,0,3,7,9,2,8.33333
11596,Promised Land: 1250-587 BC,2013,BaseGame,12 to under 18,2,6,3,21,150,350,19,50,141,153,85,7.02647
40442,Mlumngudoomino,2008,BaseGame,under 5,2,11,1,1,30,8,0,0,0,8,1,3.625
17211,Star Fist,1991,BaseGame,12 to under 18,2,2,1.75,4,90,134,12,2,9,31,20,5.34871
43518,Scrabble: The National Parks Edition,2009,BaseGame,5 to under 12,2,6,3,1,60,7,0,0,3,3,2,6.83333
17960,Secrets of the Pyramids,2000,BaseGame,5 to under 12,2,4,1,6,15,127,16,0,4,35,18,4.74286
36359,100 Keren,1995,BaseGame,5 to under 12,2,5,2,1,60,8,0,0,1,4,2,3.75
8991,Vinhos,2010,BaseGame,12 to under 18,2,4,4.1578,374,135,3622,88,450,1346,2963,730,7.5575
23619,Grand National,2001,BaseGame,5 to under 12,2,6,2.2,5,45,48,3,14,18,26,18,7.25769
32430,Tottering Towers,2005,BaseGame,under 5,2,5,1,2,10,31,1,0,0,11,7,6
36853,Oktawars,2008,BaseGame,under 5,2,6,2,2,60,5,0,1,2,4,1,8
33915,Par-K,2006,BaseGame,5 to under 12,2,2,2.5,2,30,8,2,0,1,3,7,7.83333
12312,Hex Hex Next,2005,BaseGame,12 to under 18,3,6,1.5,18,30,388,29,8,24,193,52,6.39275
61850,Gold West,2015,BaseGame,12 to under 18,2,4,3,2,45,18,0,41,210,13,14,7.97692
43343,TRITT,2009,BaseGame,5 to under 12,2,2,1.6667,3,15,21,1,3,8,8,4,5.3875
39439,Mini-Schlotterstein,2006,BaseGame,under 5,2,4,1,1,10,25,1,0,1,6,6,5.31667
14583,Cube Farm,2002,BaseGame,5 to under 12,2,5,1.5333,30,30,561,30,5,24,236,96,5.77881
64123,"Pathfinder Adventure Card Game: Skull & Shackles  ""Goblin Pegleg"" Promo Card",2014,PremiumGame,5 to under 12,1,6,3,1,90,189,6,12,11,19,8,7.39474
13546,Catan: Family Edition,2012,BaseGame,5 to under 12,3,4,2.5,4,90,273,16,2,6,81,18,6.89086
13265,Retro: Tactical WWII Wargame Variant Rules,2001,BaseGame,12 to under 18,1,2,2.5833,12,30,176,4,11,32,46,40,7.5413
65497,King of New York: Improvised Weapons,2014,PremiumGame,5 to under 12,2,6,2,2,40,169,22,30,47,17,10,7.26471
18373,Pepper,2005,BaseGame,5 to under 12,3,6,1.1538,13,10,146,18,3,5,87,40,4.90632
39741,Fund Manager,2008,BaseGame,5 to under 12,3,4,2.1111,9,60,28,2,1,6,27,13,6.18518
11073,Asking for Trobils,2015,BaseGame,12 to under 18,2,7,2.0769,26,90,426,8,64,174,213,99,7.19474
68654,RIOT: Cast The First Stone,2015,BaseGame,12 to under 18,2,4,2.2,5,90,14,1,0,2,6,3,6.16667
22197,Big John,1994,BaseGame,5 to under 12,2,4,1,3,10,15,1,2,4,10,6,4.15
10461,Kaleidos,1995,BaseGame,5 to under 12,2,12,1.275,40,60,540,6,59,101,475,126,6.79321
16083,5 Second Rule,2010,BaseGame,5 to under 12,3,6,1.2692,26,30,524,22,3,22,301,69,5.67209
23327,Star Fighter,1993,BaseGame,5 to under 12,2,2,1,1,30,15,1,5,4,6,0,5.33333
16910,A bis Z,2006,BaseGame,5 to under 12,2,5,1.1429,7,15,85,6,3,4,36,25,5.57889
44518,San Quentin Kings: Folsom Blood,2010,PremiumGame,12 to under 18,3,5,2,1,90,21,1,5,11,10,3,7.54
7265,Vinhos,2010,BaseGame,12 to under 18,2,4,4.1578,374,135,3622,88,450,1346,2963,730,7.5575
19175,Avalon,1994,BaseGame,5 to under 12,3,6,1.5,2,45,84,9,1,2,23,10,5.07826
59054,Rattus: Arabian Traders,2013,PremiumGame,5 to under 12,2,6,2.3333,3,45,288,2,48,95,24,12,6.91521
24212,Naval Warfare: World War 1,2003,BaseGame,12 to under 18,2,2,2,1,60,8,0,2,2,5,2,8.3
12109,Kings Cribbage,1997,BaseGame,12 to under 18,2,4,1.7619,21,30,354,28,8,15,169,58,6.59349
41916,The Rooftops of Ludovia,2009,BaseGame,5 to under 12,3,6,1,1,60,15,0,1,11,4,4,6.5
17981,Donkey Kong,1982,BaseGame,5 to under 12,2,4,1.0833,12,20,200,10,25,28,82,36,5.12988
41151,Life on Mars,2009,BaseGame,5 to under 12,3,4,4,1,120,1,0,3,7,2,1,5.5
10299,Via Appia,2013,BaseGame,5 to under 12,2,4,1.9545,44,45,1005,37,106,349,612,174,6.74397
12623,Golden Horn: Von Venedig nach Konstantinopel,2013,BaseGame,5 to under 12,2,4,1.875,8,45,183,1,12,51,120,25,6.56083
34685,Zahlen Zickzack,2006,BaseGame,under 5,2,6,1,1,20,16,2,0,0,6,1,3.82333
35544,Master of Television,2006,BaseGame,5 to under 12,2,6,2,2,45,16,1,3,1,15,7,5.21333
11133,Mammut,2011,BaseGame,5 to under 12,2,5,1.8286,35,30,1120,123,30,91,368,138,6.45902
18214,Alliances,2013,BaseGame,5 to under 12,2,4,2.2,5,45,115,11,3,30,48,22,4.96987
9208,"Warhammer 40,000: Conquest",2014,BaseGame,12 to under 18,2,2,3.04,100,45,2463,78,101,486,1145,251,7.76444
8696,Tongiaki,2004,BaseGame,5 to under 12,2,6,1.9569,255,45,2410,227,43,141,2075,850,6.23568
20197,Formula D Circuits 11 & 12: Watkins Glen & Silverstone,1998,PremiumGame,12 to under 18,2,10,1.4545,22,120,668,13,65,66,232,82,7.41315
12103,Space Station,2011,BaseGame,12 to under 18,2,6,2.1818,11,60,267,5,20,81,165,37,6.72182
15814,Anybody's Guess,1990,BaseGame,12 to under 18,2,12,1.3636,11,45,247,39,2,4,84,42,5.831
8182,Ascension: Darkness Unleashed,2013,BaseGame,12 to under 18,1,2,2.3,20,30,1042,14,43,141,381,68,7.6858
10795,Air Baron,1996,BaseGame,5 to under 12,2,6,2.5682,88,120,847,63,24,41,685,287,6.40224
59409,Battle of the Scheldt: The Devil's Moat,2013,BaseGame,12 to under 18,1,2,2,2,60,50,1,3,9,9,10,5.22222
64337,Pot O' Gold,2014,BaseGame,5 to under 12,2,4,1,1,40,3,0,0,0,0,0,0
12553,Via Romana,2008,BaseGame,5 to under 12,2,4,2.2727,22,45,199,11,13,36,160,42,6.31701
57996,Master LOL,2013,BaseGame,5 to under 12,3,6,2,1,20,1,0,0,0,0,0,0
11271,Savannah Tails,2009,BaseGame,5 to under 12,2,5,1.5227,44,30,605,33,37,85,439,153,6.30121
21961,In The Chips: Silicon Valley,1980,BaseGame,5 to under 12,2,6,1,2,60,16,2,0,0,5,7,4.2
8408,Pandemic: Contagion,2014,BaseGame,12 to under 18,2,5,1.9464,56,30,2166,60,102,542,995,201,6.6162
12237,It's Mine!,1998,BaseGame,5 to under 12,3,5,1.0755,53,30,472,29,14,31,382,172,6.01024
15493,Chaos Marauders (second edition),2009,BaseGame,12 to under 18,2,4,1.7692,52,30,1405,136,8,70,624,201,5.62747
14436,El mundo de guila Roja,2011,BaseGame,12 to under 18,2,4,2,9,45,56,3,0,2,37,11,7.06757
7946,Canal Mania,2006,BaseGame,12 to under 18,2,5,2.8976,166,90,1224,66,72,222,1100,519,6.95627
21695,Silo 14,1983,BaseGame,12 to under 18,1,4,2.5,2,120,36,2,4,2,9,5,4.44444
50362,Dunger Derby the Board Game,2011,BaseGame,5 to under 12,2,5,1,2,45,36,3,0,0,12,6,6.83333
36112,Quarters,2006,BaseGame,under 5,3,10,5,1,1,1,0,0,1,2,1,5.25
10572,Granada,2009,BaseGame,5 to under 12,2,6,2.2308,26,60,589,28,32,97,337,119,6.97027
15447,Kaijudo,2012,BaseGame,5 to under 12,2,2,1.6667,6,20,111,7,1,4,59,23,6.16102
45139,A Game of Thrones: The Card Game  A King in the North,2010,PremiumGame,12 to under 18,2,4,2.5,2,60,323,6,12,14,52,11,6.89788
61642,Query,2014,BaseGame,12 to under 18,3,8,2,1,45,31,0,3,7,21,12,7.40476
54810,Yggdrasil: Asgard,2012,PremiumGame,12 to under 18,1,6,2.5625,16,90,588,10,49,133,177,59,7.66808
12719,Pasha,2013,BaseGame,5 to under 12,2,5,1.4286,14,30,191,6,18,76,177,52,6.21254
17922,Fantomen,1984,BaseGame,5 to under 12,2,4,2,4,60,70,2,2,4,48,16,5.03958
8490,Augsburg 1520,2006,BaseGame,12 to under 18,2,5,2.6752,157,75,1702,101,47,152,1113,443,6.49083
7855,"Edel, Stein & Reich",2003,BaseGame,5 to under 12,3,5,2.0809,173,60,1631,55,131,279,1364,479,6.94735
51091,Banco Imobilirio Jnior,2008,BaseGame,5 to under 12,2,6,1.5,2,120,11,0,0,1,4,1,4.25
14762,NUTS!,1998,BaseGame,under 5,2,4,2.6364,11,120,259,18,6,15,85,37,6.08
13758,Restaurant Row,2009,BaseGame,12 to under 18,2,4,2.2,5,60,96,5,23,64,63,31,6.58413
50148,Wabash Cannonball: Nickel Plate Expansion,2011,PremiumGame,12 to under 18,2,6,2.3333,3,60,254,4,21,25,13,28,6.75
63663,Istanbul: Kebab Shop Mini Expansion,2014,PremiumGame,5 to under 12,2,5,2.3333,12,50,916,68,62,115,151,57,7.18444
9237,Catacombs,2010,BaseGame,12 to under 18,2,5,1.8896,163,90,2892,130,536,1852,2192,838,7.20782
11810,Two by Two,2010,BaseGame,5 to under 12,2,4,1.5111,45,45,451,39,29,98,355,135,6.19099
46553,The Irregular Miniatures Rule Box 6/2mm Napoleonic,1989,BaseGame,under 5,2,2,3,1,45,5,0,0,1,1,2,7
7709,Omen: A Reign of War,2011,BaseGame,12 to under 18,2,2,2.3034,89,30,1807,96,93,356,822,361,7.51573
19519,Drei Chinesen mit dem Kontrabass,1999,BaseGame,5 to under 12,3,7,1,3,20,19,2,0,1,6,7,3.25
51037,1-2-3 Tolle Hexerei,2008,BaseGame,5 to under 12,2,4,1,1,30,8,1,0,0,3,1,4.33333
17295,War Cards,2010,BaseGame,5 to under 12,3,4,2,9,45,127,9,0,1,49,13,5.41327
18452,Trivial Pursuit: Disney Edition,2005,BaseGame,5 to under 12,2,6,1.5556,9,60,319,13,0,18,139,35,5.11763
47480,MANIA!,2010,BaseGame,12 to under 18,2,8,2,1,20,16,2,1,2,13,4,5.23077
61325,Argent: Mancers of the University,2015,PremiumGame,5 to under 12,2,6,3.625,8,180,646,7,21,53,107,40,8.21551
19487,Carcassonne: Expansion 1  Inns & Cathedrals,2002,PremiumGame,5 to under 12,2,6,1.9351,1201,60,25316,177,153,643,13662,3551,7.60396
14743,Paternoster,1990,BaseGame,12 to under 18,2,6,1.5455,22,20,339,30,5,11,160,70,5.81844
65647,Cards Against Humanity: Science Pack,2014,PremiumGame,12 to under 18,4,30,1.25,4,30,395,4,13,37,55,10,7.15
47276,FUBAR,2010,BaseGame,under 5,2,5,1.6667,3,60,30,0,0,2,17,7,6.94706
22128,Palam,1999,BaseGame,5 to under 12,2,2,3,1,20,39,3,1,4,16,6,6.80625
12951,Privacy 2,2008,BaseGame,12 to under 18,5,12,1.4286,7,45,120,8,2,7,66,16,7.10909
12743,Waterloo 200,2015,BaseGame,12 to under 18,1,3,2.4,5,120,105,0,19,65,35,23,8.76857
8843,Suburbia,2012,BaseGame,5 to under 12,1,4,2.7469,636,90,11757,151,1180,4085,9775,1908,7.73519
11765,Divided Republic,2012,BaseGame,12 to under 18,2,4,2.7273,22,180,333,32,32,115,171,94,6.74971
65470,Die Siedler von Catan: Hispania Edition,2014,PremiumGame,5 to under 12,3,4,2.6667,3,90,70,3,2,6,7,4,6.71429
43531,Classic Battletech: Masters and Minions  The StarCorps Dossiers,2009,PremiumGame,12 to under 18,2,6,5,1,120,24,0,0,6,2,0,8.5
66975,Monster My Neighbor,2015,BaseGame,5 to under 12,3,8,2,1,30,12,0,12,59,6,1,7.61667
12016,San Francisco,2000,BaseGame,12 to under 18,3,5,2.5882,34,90,477,38,10,25,285,100,6.21098
11397,Turbo Taxi,2000,BaseGame,5 to under 12,2,4,1.4828,116,30,1262,76,22,66,955,354,6.02971
65386,Zum Kuhkuck,2014,BaseGame,5 to under 12,2,2,1,1,15,41,1,0,2,17,1,5.30882
39235,Pumpking,2008,BaseGame,under 5,2,2,3,2,20,8,1,1,6,3,1,6.83333
31115,Colorful Caterpillars,1985,BaseGame,under 5,2,4,1,1,15,20,0,0,0,12,6,4.91667
57105,Tam Tam,1995,BaseGame,5 to under 12,3,8,2,1,45,5,0,0,0,5,1,7.5
55954,Caravans of Asia: Arabian Sails,2012,PremiumGame,12 to under 18,2,6,2,1,90,8,0,2,2,2,1,7.5
48246,Solid State War,2010,BaseGame,12 to under 18,2,4,2,1,30,11,0,0,3,3,2,6.98333
9050,Summoner Wars: Guild Dwarves vs Cave Goblins,2009,BaseGame,5 to under 12,2,4,2.2656,64,30,4050,124,92,213,1750,300,7.71589
17979,Dschingis Khan: Bewegung an der Groen Mauer,2006,BaseGame,under 5,2,4,2.1,10,40,157,10,2,6,71,23,5.1838
33436,Air Traffic Controller,2005,BaseGame,5 to under 12,1,1,2,1,30,18,0,1,9,8,7,6.0625
28580,Alibi Saknas: Herrgrdsmordet,2005,BaseGame,5 to under 12,3,6,2.3333,3,45,38,0,1,1,24,11,6.52083
18856,Spellfire,1994,BaseGame,5 to under 12,2,8,2,41,90,636,69,11,13,477,203,4.87916
18776,Hidden Conflict,2005,BaseGame,5 to under 12,2,6,1.6667,9,30,301,52,2,13,123,66,4.39268
15369,Yukon Company,1999,BaseGame,5 to under 12,4,6,3,4,120,67,2,8,8,43,12,6.21395
45841,Tim Burton's Alice in Wonderland,2010,BaseGame,5 to under 12,2,8,2,4,45,29,1,0,2,14,8,6.37786
29886,Monster Party,2002,BaseGame,5 to under 12,2,6,1,1,45,7,1,0,0,3,1,6.5
8169,Red November,2008,BaseGame,12 to under 18,3,8,2.0635,567,120,8374,544,185,1068,6078,1865,6.38041
15336,Orient Bazaar,2010,BaseGame,5 to under 12,2,4,1.4,5,10,140,1,7,18,52,19,6.28269
10196,The Mines of Zavandor,2010,BaseGame,5 to under 12,2,4,2.6269,67,90,1368,115,47,168,755,248,6.68414
18448,Cranium Cadoo,2001,BaseGame,5 to under 12,2,16,1.2326,43,45,1041,80,5,10,416,204,5.35163
11286,Panic Lab,2012,BaseGame,5 to under 12,2,10,1.4,30,20,810,21,12,68,544,86,6.24972
7835,Heroscape Marvel: The Conflict Begins,2007,BaseGame,5 to under 12,2,2,2.0492,122,60,3338,127,99,213,1514,539,6.98295
7227,Arcadia Quest,2014,BaseGame,12 to under 18,2,4,2.5086,116,60,3150,20,395,1374,1490,374,8.11252
13386,Apples to Apples to Go,2008,BaseGame,12 to under 18,4,8,1.0909,22,30,612,51,1,8,264,87,5.94466
8920,Sheriff of Nottingham,2014,BaseGame,12 to under 18,3,5,1.6667,273,60,8793,101,623,2761,5277,950,7.58804
28308,Tim and Tam,2003,BaseGame,5 to under 12,2,8,1,1,30,7,0,0,1,1,1,4
20164,How to Host a Murder: The Tragical Mystery Tour,1998,BaseGame,12 to under 18,8,8,3,1,180,39,8,5,3,12,7,5.41667
11102,Octi,1999,BaseGame,5 to under 12,2,4,3.4211,19,60,497,30,22,66,271,124,6.81804
66552,Hoyuk: Anatolia,2015,PremiumGame,5 to under 12,2,5,2,1,60,108,1,4,17,9,11,7.40667
7325,Fury of Dracula (second edition),2005,BaseGame,5 to under 12,2,5,2.9355,915,180,8312,192,806,3036,7547,2212,7.24352
15233,Pro Football Fantasm,1990,BaseGame,under 5,2,2,4.2,5,180,61,3,5,7,33,19,6.75758
34485,Calculus,2007,BaseGame,5 to under 12,2,2,2.5714,7,30,15,0,3,26,28,31,6.76071
43204,War of Nations 1813,2008,BaseGame,5 to under 12,1,2,3,2,120,15,0,0,0,6,0,6.16667
22541,Turmbau zu Babel,1988,BaseGame,5 to under 12,2,6,1,4,10,57,2,4,7,19,7,4.67526
27967,Bus Stop,1996,BaseGame,under 5,2,4,1,3,20,42,0,0,0,23,16,4.52174
35304,Albion: Kings & Kingdoms,2008,BaseGame,under 5,2,6,2,1,60,4,0,12,47,14,11,6.78571
35267,Zooloretto: Polar Bear,2007,PremiumGame,5 to under 12,2,5,1.6,45,45,1579,56,17,30,459,185,6.53679
14336,Holiday Fluxx,2014,BaseGame,5 to under 12,2,5,1.2222,9,20,393,8,5,34,96,21,6.15104
15971,Piraci: Crka Gubernatora,2006,BaseGame,5 to under 12,2,6,2.2143,14,120,56,2,3,6,84,12,5.99167
25130,The End of Abd-el-Krim: Morocco 1926,1992,BaseGame,12 to under 18,2,2,2,3,120,52,3,4,4,17,7,6.67647
50284,DragonMage Warfare,2015,BaseGame,12 to under 18,2,4,3.5,2,120,12,0,1,11,4,1,7.1925
41580,Tom and Jerry,2006,BaseGame,5 to under 12,2,4,2,1,25,2,1,1,0,1,1,9
13687,Professor Pnschge,2008,BaseGame,12 to under 18,2,7,2.3636,11,30,133,12,6,16,92,23,6.32283
10524,Ligretto,1988,BaseGame,5 to under 12,2,4,1.205,239,10,3001,91,20,82,1937,635,6.26162
16102,Accused! Getting Away With Murder?,2008,BaseGame,12 to under 18,2,8,2,8,90,64,6,6,30,53,24,6.20566
8605,Fealty,2011,BaseGame,under 5,2,4,2.5,34,30,748,69,42,179,494,179,6.86472
14411,Mars Attacks: Ten-Minute Takedown,2015,BaseGame,under 5,2,4,1.2,5,10,182,1,10,48,64,17,6.32344
31494,Gloire: Swashbuckling Adventure in the Age of Kings,2006,BaseGame,5 to under 12,2,6,2.5,2,60,27,0,0,3,8,4,7.70625
67587,Mini golf,2010,BaseGame,5 to under 12,1,4,1.4286,7,90,8,0,0,0,6,0,9.41667
24020,Queensland,2002,BaseGame,5 to under 12,2,2,1,2,30,30,0,1,1,6,8,4.41667
8377,Serenissima (second edition),2012,BaseGame,12 to under 18,2,4,2.8913,46,90,1012,48,68,241,490,140,7.12443
14871,The Last of the Independents,2010,BaseGame,12 to under 18,2,6,1.6667,12,90,147,14,14,28,70,50,6.35571
12611,A.D. 30,2012,BaseGame,12 to under 18,1,1,2,13,60,215,8,34,81,89,52,7.07685
19250,Agent of Change,1991,BaseGame,12 to under 18,2,4,3,1,90,16,1,20,19,9,8,5
12254,Texas & Pacific,2010,BaseGame,under 5,2,6,2.8,15,60,146,6,14,22,112,59,6.87946
19983,This Hallowed Ground,1989,BaseGame,12 to under 18,2,2,2.25,4,120,70,12,2,1,26,13,4.90769
41665,A Game of Thrones: The Card Game  Tales from the Red Keep,2009,PremiumGame,12 to under 18,2,4,2,1,60,384,16,14,20,48,13,7.09354
21027,Mai '68 Le jeu,1980,BaseGame,under 5,2,4,2.5,4,60,81,2,13,10,28,11,6.82857
15754,Star Trek Trivia Game,2000,BaseGame,12 to under 18,2,4,2.2,5,60,101,7,3,10,37,16,6.14678
7183,1960: The Making of the President,2007,BaseGame,12 to under 18,2,2,3.1927,851,90,6921,236,498,1597,6362,2289,7.56298
18243,Templar Intrigue,2014,BaseGame,12 to under 18,7,10,1.3571,14,30,1199,138,3,18,149,100,5.19228
13609,Striker,1981,BaseGame,12 to under 18,2,2,3.1538,26,180,236,6,5,16,93,40,6.4586
9907,Carnival Zombie,2013,BaseGame,12 to under 18,1,6,3.3864,44,120,877,21,268,880,488,174,7.37635
26831,Dino Dig,2005,BaseGame,5 to under 12,2,4,1.5,2,30,7,0,0,2,2,1,2
28957,Hand in Hand,1985,BaseGame,under 5,1,4,1,1,15,10,1,1,2,4,4,2.875
19782,Lord of the Rings: Sauron,2002,PremiumGame,12 to under 18,3,6,2.8217,157,120,4204,173,96,200,1443,688,6.91967
58166,Fresco: Big Box,2014,BaseGame,5 to under 12,2,4,2.7727,22,60,1560,26,132,370,469,162,7.85141
35457,Coco Colecto,2007,BaseGame,under 5,1,4,1.5,2,30,30,1,0,1,16,6,5.99375
47361,Assassin X,2010,BaseGame,5 to under 12,2,5,1,1,20,11,0,0,1,6,2,5.18667
61175,Sentinels of the Multiverse: Dark Watch Promo Pack,2013,PremiumGame,5 to under 12,2,5,2,2,60,469,13,59,104,82,34,8.25427
7996,Revolver,2011,BaseGame,12 to under 18,2,2,1.973,74,45,1661,93,88,396,972,305,7.01899
7321,PitchCar,1995,BaseGame,5 to under 12,2,8,1.1304,598,30,6194,117,776,1996,6475,2043,7.23398
61613,Balla Balla,2014,BaseGame,5 to under 12,2,4,1,1,20,16,0,6,15,17,6,5.89118
37936,Lords of Ancient Times,2005,BaseGame,under 5,2,6,2,2,40,4,0,0,5,6,4,7.28333
9794,Merchants of Amsterdam,2000,BaseGame,5 to under 12,3,5,2.6322,174,60,1995,163,41,136,1358,530,6.75272
8252,Star Wars Customizable Card Game,1995,BaseGame,5 to under 12,2,2,3.067,179,60,2817,360,45,41,1781,658,6.57129
46445,Quicksand,2009,BaseGame,5 to under 12,2,2,3.6667,3,45,20,0,0,4,15,13,7.11667
9251,Snow Tails,2008,BaseGame,5 to under 12,2,5,2.0729,343,60,3760,141,349,1207,3990,1155,6.97546
22675,KooKooNauts,1995,BaseGame,under 5,2,4,1,2,20,20,0,2,1,11,8,3.95455
7844,League of Six,2007,BaseGame,12 to under 18,3,5,2.886,193,60,1989,117,50,210,1591,478,6.88041
20088,An Evening of Murder: Beyond the Grave,1985,BaseGame,18 to under 21,8,8,2,1,180,18,0,1,0,5,4,6
17631,Distant Seas,1992,BaseGame,12 to under 18,2,4,2,4,120,80,7,4,6,35,19,5.05714
67322,Memory Game at the Friendly Farm,2002,BaseGame,under 5,2,3,1,1,15,1,0,0,0,1,1,4.5
10918,What's He Building in There?,2013,BaseGame,12 to under 18,2,6,3.32,25,60,515,25,48,169,280,80,6.86471
31717,Star Fleet Battles: Module R8  System Defense Command,2004,PremiumGame,12 to under 18,2,6,3.3333,3,180,50,1,5,12,16,0,7.15625
23713,Rally,1987,BaseGame,5 to under 12,2,6,1,1,60,34,4,2,1,19,3,5.6
62681,Smart Green Heroes,2014,BaseGame,12 to under 18,2,4,2,1,60,4,0,0,4,5,3,8
62755,Cards Against Humanity: 90s Nostalgia Pack,2014,PremiumGame,12 to under 18,4,30,1.1818,11,30,1163,10,12,37,218,35,7.13463
9175,Thunder Alley,2014,BaseGame,5 to under 12,2,7,2.3716,148,90,1980,38,300,742,1363,401,7.58454
66269,Golem Arcana: Gudanna - Terror of the Steppes,2014,PremiumGame,12 to under 18,2,2,2,1,30,48,0,5,3,3,1,9.66667
32436,Der kleine Sprechdachs,2006,BaseGame,5 to under 12,2,5,1,2,15,30,3,0,3,13,7,5.57692
10068,Railways of the World: The Card Game,2010,BaseGame,5 to under 12,2,4,2.2093,86,60,1179,63,84,203,766,278,6.80892
12192,Robot Master,2008,BaseGame,5 to under 12,1,4,1.3333,24,15,286,9,10,37,196,64,6.37605
17602,Guru,2006,BaseGame,5 to under 12,2,5,2,6,60,95,13,1,1,51,20,5.24706
27778,Sibling Rivalry,2004,BaseGame,under 5,2,5,1,1,20,5,0,0,0,3,3,4.83333
18855,Bionicle Adventure Game: Quest For Makuta,2001,BaseGame,5 to under 12,2,6,2.0625,16,60,386,46,3,12,177,113,4.03296
48573,BattleTech: Wolf Clan Sourcebook,1991,PremiumGame,under 5,2,6,4,1,120,53,1,1,3,6,1,7.75
12252,Salamanca,2006,BaseGame,5 to under 12,2,5,2.4324,37,80,391,33,22,50,267,99,6.16522
62825,Paranormal Investigation,2014,BaseGame,12 to under 18,3,4,1,2,10,60,2,1,1,15,6,6.37133
18907,Elfengold,1999,PremiumGame,5 to under 12,2,6,2.62,50,120,1250,33,109,168,537,224,7.06402
28307,Heat of Battle:  FireFights!,2003,PremiumGame,12 to under 18,2,2,5,2,120,75,3,6,4,14,7,7.21429
58883,Sellsword Miniatures Skirmish Game,2013,BaseGame,under 5,2,8,3,1,60,9,0,0,3,1,1,6
10882,Utopia Engine,2010,BaseGame,under 5,1,1,2,45,30,530,0,8,146,291,170,6.88794
8298,Walk the Plank!,2013,BaseGame,5 to under 12,3,5,1.2687,67,20,1677,46,36,215,934,214,6.75043
24693,Feenbalz,2004,BaseGame,5 to under 12,3,6,2,1,45,52,9,1,3,17,8,5.94706
50118,D-Day Dice: Flare Pouch,2012,PremiumGame,5 to under 12,1,4,1.8182,11,30,784,30,18,31,94,55,6.92074
21779,The 70's Game,2002,BaseGame,21 and over,2,5,1,1,90,19,4,0,0,10,3,6.55
48942,Count Your Chickens!,2011,BaseGame,under 5,2,4,1,1,10,35,1,0,3,15,4,5.26667
23579,The Devil's To Pay,1999,PremiumGame,12 to under 18,2,4,4.25,4,4,98,2,3,6,12,5,7.79167
58973,Amoeba,2010,BaseGame,5 to under 12,2,2,3.5,4,15,15,0,2,5,10,2,7.61
13055,Cherokee,2011,BaseGame,5 to under 12,2,4,1.9,10,30,262,11,4,23,180,40,6.09894
31170,Cribbage: The Board Game,1990,BaseGame,under 5,2,6,1,1,45,23,1,0,3,6,4,6.58333
27476,Battle of Marignano,2005,BaseGame,5 to under 12,1,3,2,1,30,30,0,1,2,5,7,6.1
33925,AE-WWII,2006,BaseGame,12 to under 18,2,2,3,3,60,39,3,6,9,19,5,8.17368
20232,Dare!,1988,BaseGame,18 to under 21,2,12,1.2,5,30,73,5,0,0,26,15,4.00385
19795,Warhammer Quest: Catacombs of Terror,1995,PremiumGame,12 to under 18,2,4,2.75,16,120,484,3,80,93,186,64,7.50323
7235,Catan,1995,BaseGame,5 to under 12,3,4,2.3712,5996,90,73188,1071,391,3201,53680,11798,7.34303
54832,Drum Roll: Dragon Dancers,2012,PremiumGame,12 to under 18,2,4,2.25,8,90,599,63,12,14,95,36,7.19952
48387,Munchkin Monster Enhancers,2011,PremiumGame,5 to under 12,3,6,2.1,10,90,786,13,9,55,178,37,6.89607
21145,Pocket Football,1992,BaseGame,under 5,2,2,1.7143,7,20,53,7,8,10,26,15,6.23846
52444,Piro,2011,BaseGame,12 to under 18,2,2,3,1,20,2,0,1,3,3,2,6.83333
