Game_ID,Game_Name,Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Complexity,Complexity_Raters,Average_Play_Time,Owner_Number,Trader_Number,HighInterest_Number,Interest_Number,Rater_Number,Comment_Number
54574,The Amazing Spider-Man Game,2012,BaseGame,5 to under 12,2,4,1,1,15,6,0,1,2,6,3
43769,Zauberschwert & Drachenei: Player Sheets & 7th Player Material,2009,PremiumGame,12 to under 18,2,7,1.5,2,45,67,2,5,18,8,5
24192,Quest for the DragonLords: The Advanced Game Expansion,2004,PremiumGame,12 to under 18,2,4,3.25,4,120,124,9,14,25,44,22
12858,Red Storm Rising,1989,BaseGame,12 to under 18,2,4,2.56,50,60,675,73,13,38,258,109
29467,Cats in the Fish Shop!,1990,BaseGame,5 to under 12,2,4,1,1,20,9,2,0,2,3,3
11457,The Three Days of Gettysburg (third edition),2004,BaseGame,12 to under 18,1,6,4.2558,43,75,484,11,40,86,135,69
10184,Piata,2013,BaseGame,12 to under 18,2,2,1.5,22,30,952,31,91,247,492,136
18210,Dice Devils,2013,BaseGame,5 to under 12,3,6,1.25,4,30,98,10,5,13,79,11
14355,Battlefront: WWII,2002,BaseGame,12 to under 18,2,2,3.625,8,180,72,3,3,8,32,16
40304,Food Fight!,2010,BaseGame,under 5,2,4,1.6667,3,30,26,0,0,9,12,2
59016,Shoku,2013,BaseGame,5 to under 12,2,2,4,2,30,3,0,0,1,4,1
17036,Murdero,2007,BaseGame,5 to under 12,2,4,2.1,10,30,85,7,6,18,49,30
9819,Pick Picknic,2001,BaseGame,5 to under 12,2,6,1.1931,290,30,2565,62,79,260,2104,800
25722,Jenga Casino,2000,BaseGame,18 to under 21,2,8,1.3333,3,30,61,4,1,5,21,3
11069,Euphrates & Tigris: Contest of Kings,2005,BaseGame,12 to under 18,2,4,2.7451,153,45,2133,215,26,103,1071,495
60021,Tuscany: Expand the World of Viticulture,2014,PremiumGame,12 to under 18,1,6,3.3,60,120,2639,7,192,521,682,223
24176,Super Quintillions,1980,PremiumGame,12 to under 18,1,6,4.5,2,60,14,0,4,7,7,6
24036,Star Trek The Next Generation: The Board Game,1998,BaseGame,5 to under 12,2,4,3.5,2,120,30,1,14,25,15,8
63409,Catalogue,2014,BaseGame,5 to under 12,2,8,1,2,5,42,0,0,3,10,4
8427,Wits & Wagers Party,2012,BaseGame,5 to under 12,4,18,1.1538,26,25,1329,54,20,110,576,119
49646,Take-Back-Toe,2011,BaseGame,under 5,2,2,1.4,5,6,77,1,0,7,29,10
18724,Kanji Battle,2007,BaseGame,12 to under 18,2,6,1.4667,15,60,244,9,2,11,104,28
61851,Stratagem,2014,BaseGame,12 to under 18,2,6,1,1,60,5,0,0,6,5,1
58796,Assault: 19XX,2013,BaseGame,12 to under 18,2,6,1.5,4,45,48,4,0,4,18,10
37270,Knockouts and Tapouts: The Mixed Martial Arts Card Game,2007,BaseGame,under 5,2,2,2,1,20,9,0,4,6,8,5
39550,The Mummy Adventure Boardgame,2003,BaseGame,under 5,2,6,1,1,60,2,0,0,0,1,1
62290,Fleet: Charter Boat Cards,2014,PremiumGame,5 to under 12,1,6,2,1,30,325,1,11,20,32,20
25871,For the Masses,2004,BaseGame,under 5,1,16,3,1,30,9,0,1,2,5,3
22309,Lunch Money: Sticks and Stones,2004,PremiumGame,12 to under 18,2,8,1.6452,31,10,1043,50,13,37,398,113
41135,Trango,2008,BaseGame,5 to under 12,2,4,2,3,30,45,6,0,2,22,7
10702,Tomb: Cryptmaster,2009,BaseGame,12 to under 18,2,6,2.875,32,120,943,59,32,149,461,151
57018,Napoleonic Rules for a Large-Scale Wargame With Small-Scale Miniatures,1980,BaseGame,12 to under 18,2,12,3,1,120,0,0,0,0,1,1
38490,Power Grid: China/Korea,2008,PremiumGame,12 to under 18,2,6,3.2865,185,120,5875,36,126,357,2196,718
34703,Monopoly: Option One Mortgage Corporation,2000,BaseGame,5 to under 12,2,6,2,1,90,2,0,0,1,3,2
17606,The Great Snowball Battle,2014,BaseGame,5 to under 12,2,6,1.5,8,15,119,15,1,9,51,20
14822,Victory at Sea,1992,BaseGame,12 to under 18,2,2,2.375,8,90,71,2,7,10,31,10
18892,Dirty Minds: The Game of Naughty Clues,1990,BaseGame,18 to under 21,2,6,1.1667,24,45,707,55,3,9,353,128
24916,Letter Poker,2004,BaseGame,5 to under 12,2,2,1,1,30,34,4,1,3,6,4
48333,Qube: bon apptit,2010,BaseGame,12 to under 18,2,6,1,1,30,4,0,0,0,8,3
11017,1825 Unit 3,2004,BaseGame,12 to under 18,2,2,3.6842,19,120,284,1,83,105,143,74
8400,Australia,2005,BaseGame,5 to under 12,2,5,2.4022,179,90,1370,109,48,182,1231,540
13860,Black & White,2014,BaseGame,12 to under 18,2,2,3,1,60,74,2,5,48,41,12
7314,Friday,2011,BaseGame,5 to under 12,1,1,2.1278,407,25,9508,268,271,1116,5333,1351
53909,Basilica: Festum Fatuorum,2012,PremiumGame,under 5,2,2,2.3333,3,45,76,10,8,14,16,6
9734,Dragonheart,2010,BaseGame,12 to under 18,2,2,1.3855,179,30,2572,79,77,333,2185,573
8450,Triassic Terror,2013,BaseGame,12 to under 18,2,6,2.7442,43,120,771,29,104,321,457,156
17930,Inkognito: The Card Game,1997,BaseGame,5 to under 12,2,5,1.6383,47,30,1337,191,8,30,464,240
16376,La Guerre de Troie,2006,BaseGame,12 to under 18,1,2,1.1,10,60,103,1,2,4,30,19
16749,Knuckling Knights,2004,BaseGame,under 5,2,4,1,17,10,322,14,15,50,160,78
48208,Frher oder Spter,2009,BaseGame,5 to under 12,2,5,1,1,30,2,0,0,0,1,0
9923,Man O' War,1993,BaseGame,12 to under 18,2,8,2.6613,62,180,865,38,81,167,623,210
67659,Robot X,2015,BaseGame,5 to under 12,2,5,2,1,45,1,0,0,4,0,0
61558,Collie of Duty,2013,BaseGame,5 to under 12,3,6,1,1,30,3,0,0,0,2,2
41350,BRY,2009,BaseGame,5 to under 12,2,3,3,1,30,10,0,0,1,5,4
59980,HeroClix: Man of Steel 2 Player Mini-Game,2013,BaseGame,12 to under 18,2,2,3,1,30,13,0,0,3,4,2
9170,Coloretto,2003,BaseGame,5 to under 12,2,5,1.2925,1258,30,13973,210,265,988,11661,3427
65035,UNITY 666 Expansion Set,2014,PremiumGame,5 to under 12,2,3,3,1,60,4,0,0,0,1,0
37447,Verfhlt nochmal!,2003,BaseGame,under 5,2,6,1,3,10,40,1,0,0,9,7
19628,Bill: Le jeu,2002,BaseGame,5 to under 12,2,6,3,1,90,1,0,0,0,0,0
17132,Ruse,2014,BaseGame,5 to under 12,3,5,1.375,16,30,261,38,13,75,111,46
11737,Field Command,1991,BaseGame,5 to under 12,2,2,2.3846,26,180,262,26,20,52,143,71
9614,The Boss,2010,BaseGame,5 to under 12,2,4,1.7876,113,40,1293,21,81,298,1225,290
9206,China,2005,BaseGame,12 to under 18,3,5,2.2906,468,45,3677,193,154,519,3746,1425
13016,Risk: Star Wars Edition,2015,BaseGame,5 to under 12,2,4,1.6667,9,60,173,2,31,117,45,18
12986,The Return of the Stainless Steel Rat,1981,BaseGame,5 to under 12,1,2,2.3333,12,60,356,12,54,101,98,66
32350,Head1liners,2006,BaseGame,12 to under 18,4,8,3,1,30,5,0,0,2,5,2
22396,Buffalo Chips,1981,BaseGame,5 to under 12,2,10,1,1,30,15,0,0,1,7,6
61187,These French Fries Are Terrible Hot Dogs,2014,BaseGame,5 to under 12,3,99,1,1,20,21,1,1,2,2,2
40341,Chicane,2008,BaseGame,under 5,2,4,2,2,10,11,0,0,1,11,13
46387,Creatures and Features Game,2008,BaseGame,5 to under 12,2,4,2,1,20,2,0,0,0,0,0
39099,First Strike,2008,BaseGame,under 5,2,2,3.5,4,30,68,0,11,30,16,15
58231,Duel in the Dark: Second Edition,2009,BaseGame,5 to under 12,1,5,3,1,45,128,12,7,15,26,17
32971,MiniMonFa Espansione Rigor Mortis,2006,PremiumGame,5 to under 12,2,2,1.6667,3,20,39,1,7,9,13,3
52450,Eesti Jalgpall,2011,BaseGame,12 to under 18,2,2,2,2,60,1,0,0,0,2,1
22359,Where the Wild Things Are Puzzle Maze Game,1999,BaseGame,5 to under 12,1,4,1,3,10,32,2,0,0,12,8
22191,UNO: The Dog,2003,BaseGame,5 to under 12,2,10,1,1,10,20,1,0,1,10,5
53946,Si j'tais Prsident...,2012,BaseGame,5 to under 12,3,6,1,2,20,39,1,0,2,25,5
23988,Operation Barbarossa,2000,BaseGame,under 5,2,4,3.5,2,120,28,0,1,2,6,5
69483,Pride Deck,2015,BaseGame,under 5,1,10,1,1,60,0,0,0,1,1,2
62432,Heart of Crown: Fairy Garden,2013,BaseGame,12 to under 18,2,4,3,4,45,36,1,4,12,13,0
8124,Colonial: Europe's Empires Overseas,2011,BaseGame,12 to under 18,2,6,3.4896,96,120,833,31,124,511,673,251
54905,Guild of Thieves,2012,BaseGame,5 to under 12,2,4,1.6667,3,15,21,0,4,8,19,6
17819,The Hamburger Game,1989,BaseGame,5 to under 12,2,4,1,2,30,67,1,1,8,53,21
16866,T-Rex,1999,BaseGame,5 to under 12,3,5,1.8889,18,45,539,53,4,4,238,103
63240,"Zieh Leine, Flynn!",2013,BaseGame,5 to under 12,2,5,1,1,15,11,0,0,1,3,2
55023,Kiyomori Gunki: Hogen and Heiji Rebellion,2011,BaseGame,under 5,1,2,2,2,120,13,0,0,1,4,0
35470,Scene It? Pirates of the Caribbean,2007,BaseGame,5 to under 12,2,2,2,1,45,67,6,4,5,19,11
59072,Star Trek: Attack Wing  Kraxon Expansion Pack,2013,PremiumGame,12 to under 18,2,99,2,2,30,444,7,12,18,67,17
17249,Flea Market,2015,BaseGame,5 to under 12,3,5,1,5,40,85,6,8,23,38,10
57400,Summoner Wars: Guild Dwarves  Second Summoner,2013,PremiumGame,5 to under 12,2,4,2,4,30,822,8,43,109,161,35
16917,Rocket Jockey,2012,BaseGame,5 to under 12,2,4,2.1429,14,60,272,38,2,16,103,46
12541,Kardinal,2000,BaseGame,5 to under 12,2,4,2.1818,11,20,185,9,16,22,110,34
24689,Who Lives Where?,1999,BaseGame,under 5,2,6,1.5,2,20,28,1,1,2,13,7
42077,Odd Lots,2009,BaseGame,12 to under 18,2,4,1,1,30,0,0,0,0,4,2
13302,They Shall Not Pass: The Battle of Verdun 1916,2007,BaseGame,12 to under 18,2,2,2.5,16,90,310,16,7,32,81,61
29385,Heroscape Expansion Set: Thaelenk Tundra,2006,PremiumGame,5 to under 12,2,3,2.2632,38,60,1218,20,146,122,453,192
7739,Empire Builder,1982,BaseGame,12 to under 18,2,6,2.6283,269,180,3126,169,81,275,2283,827
14514,Just in Time,2013,BaseGame,5 to under 12,2,4,2.3333,3,40,49,4,10,12,49,10
29196,Supersurf! Championship Sky-Surfing in the World of Judge Dredd,2005,BaseGame,5 to under 12,2,6,3,1,60,10,1,0,4,2,2
17380,Dividends,2005,BaseGame,12 to under 18,2,12,2.25,16,30,120,11,2,17,99,50
39189,La Batalla de las Navas de Tolosa,2007,BaseGame,under 5,2,4,1,1,180,5,0,1,3,3,0
15715,Tic Tac Chec,1995,BaseGame,under 5,2,2,2.2,5,10,122,7,1,12,55,29
34814,Erin,2005,BaseGame,under 5,2,2,2,1,90,7,0,2,3,3,4
38445,Battles of the Middle Ages: Legnano,2008,BaseGame,under 5,1,2,2.3333,3,30,46,0,0,1,7,11
66123,Galactic Domination,2014,BaseGame,5 to under 12,2,4,2,1,60,2,0,0,0,0,0
19137,Eyewitness Newsreel Challenge: A VCR Game,1985,BaseGame,5 to under 12,2,2,1,1,60,29,3,0,2,10,8
53048,Octopus' Garden: Parrot Fish,2012,PremiumGame,12 to under 18,2,4,2,2,30,131,22,3,3,16,14
18859,Tom Clancy's Politika,1997,BaseGame,12 to under 18,2,8,2.7222,18,90,398,73,2,12,186,90
60148,Power Grid: Australia & Indian Subcontinent,2013,PremiumGame,12 to under 18,2,6,3.125,24,120,1559,5,91,278,321,126
7281,Vikings,2007,BaseGame,5 to under 12,2,4,2.5388,631,60,5533,90,626,1596,5888,1517
28278,The Big Breakfast Game,1993,BaseGame,under 5,2,6,1,1,60,1,0,0,1,0,0
49166,Non-Trivial Quest,2010,BaseGame,12 to under 18,2,8,2,1,60,2,0,0,1,5,2
7592,Meuterer,2000,BaseGame,12 to under 18,3,4,2.3254,338,60,4681,142,160,500,2768,939
61589,Karten Kniffel,2014,BaseGame,5 to under 12,2,5,1,1,20,38,2,1,2,18,7
27646,La Vache Amoureuse,2003,BaseGame,5 to under 12,2,2,2,2,15,25,0,0,1,7,3
16828,Scruples: Millennium Edition,1999,BaseGame,18 to under 21,2,12,1.6667,6,30,96,9,3,8,35,16
17182,Army of Darkness,1993,BaseGame,12 to under 18,1,8,1.5,8,120,176,9,37,67,82,52
34328,El Cid,2006,PremiumGame,12 to under 18,2,6,3,1,120,20,1,3,2,7,0
62041,Divinity,2013,BaseGame,12 to under 18,2,4,3,1,30,1,0,1,2,1,0
15400,Old Men of the Forest,2011,BaseGame,5 to under 12,3,4,1.5769,26,30,332,16,10,17,235,89
47561,Shifters,2010,BaseGame,5 to under 12,2,6,2,1,45,1,0,1,4,1,2
40819,A Game of Thrones: The Card Game  A Change of Seasons,2008,PremiumGame,under 5,2,4,2.5,6,60,442,18,12,21,59,24
57838,Compounded: Chemical Chaos,2013,PremiumGame,12 to under 18,2,5,2.25,4,90,959,19,23,66,86,54
7763,Quarto!,1991,BaseGame,5 to under 12,2,2,2.0602,249,20,4243,234,50,303,3013,850
16576,Lods: Blitzkrieg in the East,1984,BaseGame,12 to under 18,2,2,2.4,10,120,218,21,0,3,44,27
13216,Murus Gallicus,2009,BaseGame,5 to under 12,2,2,3.4286,7,20,44,0,6,23,41,24
45363,Farben & Formen,2008,BaseGame,under 5,1,3,1,2,10,31,2,2,4,11,9
11417,Resident Evil Deck Building Game: Mercenaries,2012,BaseGame,12 to under 18,1,4,2.6,10,30,553,19,15,63,162,34
26463,Extreme Rock Climbers,2002,BaseGame,5 to under 12,2,2,2,1,15,11,0,0,1,6,4
9903,Entdecker: Exploring New Horizons,2001,BaseGame,5 to under 12,2,4,2.4495,198,90,2254,166,97,262,1652,600
30578,Mens erger je niet!: Kaartspel,1995,BaseGame,5 to under 12,2,4,1,1,15,10,0,0,1,3,2
46748,Focus,1997,BaseGame,5 to under 12,2,8,1,1,60,7,0,0,2,6,0
28052,"Menschen, Wrfel, Temperamente",1991,BaseGame,under 5,2,4,1,1,45,16,1,0,0,4,2
14787,NanoBot Battle Arena,2014,BaseGame,12 to under 18,2,8,1.8,5,30,99,8,2,23,44,16
42545,Loupenici,2003,BaseGame,5 to under 12,2,5,4,1,45,2,0,0,0,3,1
18993,Finito,1997,BaseGame,5 to under 12,2,3,1,1,20,39,1,0,3,14,6
15446,Mush,1994,BaseGame,5 to under 12,2,6,1.7143,7,60,184,12,15,24,105,59
7769,Dawn of the Zeds (Second edition),2013,BaseGame,12 to under 18,1,1,3.0455,44,90,1039,47,125,385,446,180
64825,Dungeons & Dragons: Attack Wing  Gold Dragon Expansion Pack,2015,PremiumGame,12 to under 18,2,99,2,2,30,130,1,1,9,14,4
15763,The Scrambled States of America,2002,BaseGame,5 to under 12,2,4,1.25,16,20,388,34,0,11,124,52
31822,Space Dreadnought 3000,1999,BaseGame,12 to under 18,2,6,2,2,90,13,3,2,6,2,1
10502,Noah,2012,BaseGame,5 to under 12,2,5,1.3125,48,30,956,12,31,132,627,109
18995,Le Gang des Traction-Avant,1984,BaseGame,12 to under 18,4,6,1.5,2,90,97,5,2,3,23,4
29225,Tuntematon Sotilas,2005,BaseGame,under 5,2,6,1,1,30,4,0,0,0,4,1
55715,"Flames of War: Blood, Guts, & Glory  Tank Battles in the Lorraine, September 1944-January 1945",2012,PremiumGame,12 to under 18,2,12,3,1,120,34,0,1,3,8,2
33859,Texas Renaissance Festival Game,1980,BaseGame,5 to under 12,2,4,1,1,30,0,0,0,0,1,0
21783,GobCon,2002,BaseGame,5 to under 12,2,6,1,1,30,6,0,0,0,5,0
19670,Nemesis,1998,BaseGame,5 to under 12,2,2,2,1,30,18,1,1,0,6,1
15521,Anno Domini,1995,BaseGame,5 to under 12,4,4,1.7778,9,60,218,18,0,9,104,28
52597,Steam Torpedo: First Contact  R&D,2011,PremiumGame,12 to under 18,2,2,2.5,2,40,203,4,5,15,27,9
33796,Die Siedler von Catan: Kartenspiel  Ritter & Hndler,1999,PremiumGame,12 to under 18,2,2,2.4,30,90,1384,25,4,15,404,66
30951,Triplexity,2006,BaseGame,5 to under 12,2,2,2,1,2,21,0,3,4,13,6
16460,High Ground,1986,BaseGame,12 to under 18,2,2,1.75,4,60,108,13,1,5,35,21
59084,Undead Apocalypse: War of the Damned,2013,BaseGame,12 to under 18,2,4,2,1,45,1,0,0,2,1,0
15234,Architekton,2005,BaseGame,5 to under 12,2,2,1.614,114,60,1680,211,13,67,840,379
8644,Lost Legends,2013,BaseGame,5 to under 12,3,5,2.3889,54,70,1353,85,109,453,741,238
9467,Antike Duellum,2012,BaseGame,12 to under 18,2,2,2.82,100,75,1535,69,100,378,975,319
54910,Gregs Tagebuch: Mir Stinkt's!,2012,BaseGame,5 to under 12,2,4,1,1,25,13,0,0,1,2,2
9895,Red November,2008,BaseGame,12 to under 18,3,8,2.0635,567,120,8374,544,185,1068,6078,1865
9897,World of Warcraft Trading Card Game,2006,BaseGame,12 to under 18,2,2,2.5482,166,20,2415,219,19,54,1519,506
51089,Jogo da Vida Feliz,2008,BaseGame,under 5,2,8,1,1,90,2,0,0,0,2,1
22422,Likes 'N Gripes,1992,BaseGame,under 5,3,6,1,1,30,23,1,0,1,11,4
44461,Agoniste,2010,BaseGame,under 5,3,4,2,1,30,30,1,2,5,3,6
20784,And Now For Something Completely Different... The Board Game,1999,BaseGame,5 to under 12,2,6,1,1,60,12,2,7,18,6,6
26593,The Evolution Game,1997,BaseGame,under 5,2,4,5,1,120,3,0,0,10,0,0
68286,Disco girl,2007,BaseGame,5 to under 12,2,4,1,2,15,3,0,0,0,1,1
12737,Ambush Alley,2007,BaseGame,under 5,1,2,2.6,5,60,108,1,8,30,49,18
8368,Raid on St. Nazaire,1987,BaseGame,12 to under 18,1,1,2.9512,82,180,1454,36,124,245,618,308
58873,12 Realms: Dark Lords Pack,2013,PremiumGame,5 to under 12,1,6,1,1,45,326,14,2,10,39,24
7317,Advanced Squad Leader: Starter Kit #1,2004,BaseGame,12 to under 18,2,2,3.7325,314,120,3458,87,115,410,1728,734
14830,Letter Roll,2009,BaseGame,5 to under 12,2,8,1.6,5,20,101,7,5,13,68,33
14735,Junior Labyrinth,1995,BaseGame,5 to under 12,2,4,1.2069,29,15,664,53,6,14,318,172
51200,Small World: Tunnels,2011,PremiumGame,under 5,2,6,2.0333,30,80,2506,98,60,249,438,164
56694,Boss Monster: Tools of Hero-Kind,2013,PremiumGame,12 to under 18,2,4,1.8,30,20,3216,78,16,82,726,162
14561,Royal Hearts,2001,BaseGame,under 5,2,6,1.625,8,30,133,5,0,5,60,26
12371,Control Nut!,2005,BaseGame,5 to under 12,2,4,1.931,29,45,285,28,25,54,207,127
49720,Kapteeni ja pilssihiiri,2010,BaseGame,5 to under 12,2,4,1,1,20,4,0,0,1,8,2
24400,Monopoly: The Card Game Deluxe Edition,2002,BaseGame,under 5,2,4,1,2,30,42,2,5,9,18,7
12878,Monolith: The Strategy Game,2013,BaseGame,5 to under 12,1,4,2.4815,27,30,321,25,9,68,146,60
68804,Fluxx Dice,2015,PremiumGame,5 to under 12,2,6,1,2,30,75,3,3,26,5,5
26745,Go Mofasta,2001,BaseGame,5 to under 12,2,2,3,1,30,10,0,0,1,4,3
12059,Anno 1701: Das Kartenspiel,2007,BaseGame,5 to under 12,2,2,2.2121,33,60,482,31,35,71,218,77
10752,Lock 'n Load: Heroes of the Blitzkrieg,2009,BaseGame,12 to under 18,1,2,3.037,27,30,543,23,35,86,162,83
7901,Niagara,2004,BaseGame,5 to under 12,3,5,1.8251,732,45,6766,287,224,772,5868,1806
24964,Farming,1982,BaseGame,under 5,3,6,2.3333,3,90,22,0,2,3,12,7
64827,Dungeons & Dragons: Attack Wing  Gargoyle Expansion Pack,2015,PremiumGame,12 to under 18,2,99,2,1,30,79,0,3,8,7,4
25876,Colorforms Silly Faces Game,1999,BaseGame,under 5,2,4,1,5,15,21,0,0,0,11,7
20635,Star Trek II: The Wrath of Khan,1983,BaseGame,under 5,2,2,2,3,60,15,0,7,16,5,2
46550,Salamanca: Marmont vs Wellington,2010,BaseGame,12 to under 18,1,2,2.5,6,180,32,1,7,15,8,7
40646,"La Segunda Guerra Mundial 2Parte, Frente del Pacfico",1985,BaseGame,under 5,2,4,2.6667,6,120,25,0,1,1,12,7
9464,Hab & Gut,2008,BaseGame,5 to under 12,3,5,2.2067,150,45,1245,29,146,338,1390,379
11740,Emira,2006,BaseGame,12 to under 18,3,5,2.8316,95,100,1271,132,22,80,666,315
20016,Election Day,2002,BaseGame,12 to under 18,2,4,1,3,30,50,5,0,1,19,7
7790,Historia,2014,BaseGame,12 to under 18,1,6,3.125,112,120,1607,60,201,719,1102,267
47719,Sbronzopoli,2010,BaseGame,21 and over,2,12,1,1,120,1,0,0,0,1,0
35872,Battling Space Ships,2007,BaseGame,under 5,2,6,1,1,60,6,0,4,7,4,2
10425,Sharp Shooters,1994,BaseGame,5 to under 12,2,6,1.2818,110,10,1601,185,18,47,951,406
19453,Starfire II,1980,PremiumGame,5 to under 12,2,3,2.6923,13,30,265,9,12,14,117,53
54243,Super Dungeon Explore: Herald of Vulcanis,2013,PremiumGame,12 to under 18,2,6,2.3333,3,120,569,10,23,48,59,11
23649,UNO Blitzo,2000,BaseGame,5 to under 12,2,4,1,3,20,45,3,1,5,22,11
58538,Fortune and Glory: Danger Pack 1 Supplement,2013,PremiumGame,12 to under 18,1,8,2.8889,9,90,464,3,53,130,89,29
30442,minizoomerz Basic Game,2006,BaseGame,5 to under 12,2,4,1,2,20,11,0,0,4,5,5
11641,Power & Weakness,2007,BaseGame,12 to under 18,2,2,3.0606,33,45,406,46,33,99,200,106
7811,A Castle for All Seasons,2008,BaseGame,5 to under 12,2,4,2.8022,268,60,2721,140,140,456,2466,757
12992,Mummy's Treasure,2009,BaseGame,5 to under 12,2,4,1.0714,14,10,187,6,12,31,100,36
43906,Vikings,2009,BaseGame,5 to under 12,2,4,2,1,60,28,3,5,20,10,5
42140,Conflict of Heroes: Price of Honour  Poland 1939,2010,PremiumGame,12 to under 18,1,4,2.9778,45,120,1366,47,74,204,374,132
45391,Powerhouse,2010,BaseGame,5 to under 12,2,4,3,2,30,6,0,2,7,2,1
16537,Gangland!,1996,BaseGame,12 to under 18,3,8,2.4444,9,60,180,20,4,7,97,41
47958,Isaac,2011,BaseGame,5 to under 12,2,2,2.5,2,15,33,1,5,20,27,12
26047,Alhambra: The Thief's Turn,2005,PremiumGame,5 to under 12,2,6,2.3088,68,60,1787,31,63,127,548,188
56542,Nos w nos,2012,BaseGame,under 5,1,4,1,1,15,5,0,0,0,2,2
9662,American Rails,2009,BaseGame,12 to under 18,3,5,2.8644,59,90,682,25,88,214,495,202
59757,Gran Premio de Monza,2013,BaseGame,5 to under 12,2,6,1,1,15,2,0,0,0,1,1
48203,HouseBoy the Board Game,2011,BaseGame,18 to under 21,3,6,1,1,30,0,0,0,1,0,0
12872,Strong Stuff!,2002,BaseGame,5 to under 12,2,6,1,17,20,200,3,68,155,124,61
14066,Street Illegal,2002,BaseGame,5 to under 12,1,7,1.8065,62,45,863,121,5,23,395,207
17276,Anathema,2003,BaseGame,5 to under 12,2,4,1.5,8,30,297,41,7,20,122,82
18130,Section X,2006,BaseGame,5 to under 12,2,4,2,9,60,138,12,1,10,70,17
58630,Krosmaster: Arena - Exp #5 - Goultard Control,2013,PremiumGame,5 to under 12,2,4,2,3,60,497,8,15,34,70,18
44137,Rolit Travel,2008,BaseGame,5 to under 12,2,4,2,2,15,62,1,0,1,15,5
31835,Yoshitsune,2006,BaseGame,5 to under 12,2,2,2,3,120,16,0,3,4,4,1
51110,Agricola: De Lage Landen,2012,PremiumGame,12 to under 18,1,5,3.6667,6,120,238,2,14,61,73,26
22166,Fort Knox,2001,BaseGame,5 to under 12,3,5,1,1,20,6,0,0,0,1,0
20703,Home Alone,1991,BaseGame,5 to under 12,2,4,1,1,30,82,14,1,6,15,4
15157,Bollox,1999,BaseGame,5 to under 12,2,2,2.5,4,20,63,7,4,17,36,21
47475,Crazy Mix,2006,BaseGame,5 to under 12,2,8,1,3,15,59,3,0,1,25,7
16747,bOOLeO,2009,BaseGame,5 to under 12,2,2,1.5,2,5,73,1,7,27,32,14
9488,Wings of War: Burning Drachens,2005,BaseGame,5 to under 12,1,2,1.9588,170,45,2441,89,75,171,1215,359
31036,Hnde weg!,1995,BaseGame,5 to under 12,2,5,1,1,30,18,3,0,0,12,5
60182,The Lord of the Rings: The Card Game  The Road Darkens,2014,PremiumGame,12 to under 18,1,2,3,6,60,1105,3,95,206,102,40
64801,Rivet Wars: Reme Funck,2014,PremiumGame,12 to under 18,2,2,4,1,30,137,2,6,6,9,4
61061,Digimon Fusion,2014,BaseGame,5 to under 12,2,2,3,1,20,6,0,0,0,4,0
48795,The Beautiful Game,2011,BaseGame,12 to under 18,2,3,3,1,90,9,0,1,1,3,2
47955,Arena Assault: Robot War,2009,PremiumGame,5 to under 12,2,8,1,3,5,8,1,0,0,4,1
63881,"Rapine, Pillage & Plunder",2014,BaseGame,12 to under 18,2,2,1,1,30,1,0,0,0,1,1
43064,Age of Steam Expansion: The Zombie Apocalypse,2009,PremiumGame,12 to under 18,3,5,4,9,120,165,1,31,49,73,47
28930,Cross Currents,1989,BaseGame,5 to under 12,2,2,2,2,45,19,0,2,7,6,9
12805,Clue: The Card Game,2002,BaseGame,5 to under 12,3,5,1.5536,56,60,1209,83,5,32,457,218
11487,New Haven,2013,BaseGame,12 to under 18,2,4,2.04,25,60,396,22,35,136,252,82
37249,Cutthroat Caverns: Tombs & Tomes,2009,PremiumGame,under 5,3,6,2.6667,15,90,1094,31,62,123,279,82
48027,GaroBouc,2003,BaseGame,under 5,2,4,1,1,25,3,0,0,0,3,2
46740,Pentactic,2010,BaseGame,5 to under 12,1,6,1.6667,3,15,18,0,1,5,7,3
12537,Spooks,2003,BaseGame,12 to under 18,3,6,1.5172,29,10,576,36,10,53,333,135
23680,Courtyard,1984,BaseGame,5 to under 12,2,2,1,1,30,45,12,1,3,16,18
18342,Jeopardy! Simpsons Edition,2003,BaseGame,12 to under 18,3,5,1.25,4,45,188,13,1,3,57,26
54874,Essence: Archetypes & Emotions,2012,PremiumGame,12 to under 18,2,7,3,1,60,5,0,0,0,1,1
36375,Kawaguchi's Gamble: Edson's Ridge,2015,BaseGame,under 5,2,2,2.5,2,150,149,4,22,67,9,20
53318,K2: The Avalanche,2012,PremiumGame,5 to under 12,1,5,2.3158,19,60,817,17,60,119,175,73
28816,James Bond 007: Das Agentenspiel,1990,BaseGame,5 to under 12,3,6,1.5,2,45,25,5,1,1,7,5
49684,Rallytaire,2011,BaseGame,5 to under 12,1,1,1.25,8,10,32,0,0,10,22,12
10704,Sneaks & Snitches,2010,BaseGame,5 to under 12,2,5,1.4493,69,20,928,53,54,184,699,223
63799,Kemet: Ta-Seti,2015,PremiumGame,12 to under 18,2,5,2.6667,3,90,6,0,166,827,6,15
10159,Municipium,2008,BaseGame,5 to under 12,2,4,2.4643,84,60,814,75,57,178,663,298
24466,Cootie Jitterbug,1999,BaseGame,under 5,2,4,1,1,10,3,0,1,0,3,3
12194,Fantasy Pub,2003,BaseGame,12 to under 18,2,5,1.6154,39,60,487,22,13,30,334,108
